Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,535.200,11.076,1.308,4.189,6.761,12.284,28.389,36.461,57.271,89.085,0.090
5,535.800,4.068,1.275,2.315,3.761,5.104,6.732,8.472,12.283,17.102,0.246
10,479.000,18.590,1.208,2.384,4.116,6.212,12.191,22.882,996.641,1035.443,0.054
15,593.600,5.652,1.211,2.370,4.112,6.147,11.666,18.829,26.944,40.884,0.177
