Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,54.600,3.876,0.941,1.969,2.449,3.694,6.775,11.555,28.178,41.400,0.258
5,53.600,1.948,0.776,1.357,1.637,2.157,2.924,3.625,6.304,9.959,0.513
10,44.800,2.317,0.639,1.505,1.776,2.439,3.865,5.832,9.798,10.847,0.432
15,60.400,2.157,0.974,1.363,1.611,2.083,3.579,4.593,12.847,20.018,0.464
