Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,50.400,2.178,0.733,1.161,1.435,1.983,3.658,7.119,10.478,22.222,0.459
5,52.400,0.986,0.463,0.709,0.849,1.096,1.423,1.883,3.683,4.036,1.014
10,41.800,0.984,0.457,0.612,0.711,0.966,1.390,3.076,4.764,6.680,1.016
15,55.200,0.769,0.453,0.573,0.649,0.803,1.141,1.364,3.384,3.828,1.301
