Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,51.200,19.901,0.003,6.177,11.805,26.536,44.012,64.591,115.528,147.649,0.050
5,50.400,7.109,0.003,3.677,6.239,9.447,13.341,17.100,28.704,30.037,0.141
10,47.800,9.420,0.003,3.482,6.793,11.311,21.804,27.177,50.464,71.385,0.106
15,54.600,8.573,0.003,3.217,6.694,12.333,18.762,24.577,29.609,31.680,0.117
