Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,75.200,2.107,0.561,1.138,1.575,2.347,3.479,4.907,9.850,32.158,0.475
5,63.000,1.245,0.396,0.724,0.993,1.413,2.145,2.671,3.948,13.947,0.803
10,69.200,1.586,0.438,0.973,1.367,1.939,2.659,3.230,4.613,5.892,0.631
15,78.000,1.232,0.367,0.724,1.059,1.460,2.099,2.575,4.249,5.077,0.812
