Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1731101008.069463,63663,2,1
1,NewOrder,1731101008.069508,60614,3,1
2,Payment,1731101008.069585,118557,4,1
2,Payment,1731101008.069618,92508,5,1
1,NewOrder,1731101008.069633,57142,1,1
1,NewOrder,1731101008.069662,91690,7,1
3,OrderStatus,1731101008.069923,32158,6,1
4,Delivery,1731101008.070779,188509,8,1
2,Payment,1731101008.071749,116311,9,1
2,Payment,1731101008.071847,116739,10,1
4,Delivery,1731101008.072196,89199,11,1
1,NewOrder,1731101008.072753,86929,12,1
1,NewOrder,1731101008.073349,59976,13,1
2,Payment,1731101008.073950,114577,14,1
1,NewOrder,1731101008.074473,83919,15,1
1,NewOrder,1731101008.075085,57170,16,1
1,NewOrder,1731101008.075637,60364,17,1
1,NewOrder,1731101008.076187,53367,19,1
2,Payment,1731101008.076769,111465,18,1
5,StockLevel,1731101008.077355,26444,20,1
2,Payment,1731101008.077903,110038,21,1
2,Payment,1731101008.078478,109918,23,1
3,OrderStatus,1731101008.079177,16931,22,1
1,NewOrder,1731101008.079626,51742,24,1
1,NewOrder,1731101008.080191,54153,26,1
1,NewOrder,1731101008.080763,70166,25,1
1,NewOrder,1731101008.081344,55965,27,1
4,Delivery,1731101008.081913,119717,28,1
2,Payment,1731101008.082503,105867,29,1
4,Delivery,1731101008.083081,170021,30,1
2,Payment,1731101008.083622,106996,31,1
1,NewOrder,1731101008.096214,38229,22,1
2,Payment,1731101008.096283,91779,0,1
1,NewOrder,1731101008.102112,81624,6,1
1,NewOrder,1731101008.103827,49974,20,1
3,OrderStatus,1731101008.126811,4179,1,1
1,NewOrder,1731101008.129582,14715,19,1
2,Payment,1731101008.130144,61473,3,1
1,NewOrder,1731101008.131009,12111,1,1
4,Delivery,1731101008.131392,104026,24,1
1,NewOrder,1731101008.132282,14861,16,1
1,NewOrder,1731101008.133151,21111,2,1
2,Payment,1731101008.133351,56022,13,1
1,NewOrder,1731101008.134367,7845,26,1
2,Payment,1731101008.134467,55997,22,1
1,NewOrder,1731101008.136026,15869,17,1
5,StockLevel,1731101008.137333,4920,27,1
1,NewOrder,1731101008.142231,4057,26,1
4,Delivery,1731101008.142269,116749,27,1
1,NewOrder,1731101008.143137,10456,1,1
1,NewOrder,1731101008.144315,13869,19,1
1,NewOrder,1731101008.146306,3100,26,1
1,NewOrder,1731101008.147159,12676,16,1
2,Payment,1731101008.149423,39239,26,1
1,NewOrder,1731101008.150954,28751,25,1
2,Payment,1731101008.151917,37616,17,1
2,Payment,1731101008.153609,37111,1,1
2,Payment,1731101008.153819,34008,20,1
3,OrderStatus,1731101008.154277,2574,2,1
2,Payment,1731101008.156868,33238,2,1
1,NewOrder,1731101008.158202,19952,19,1
2,Payment,1731101008.158432,31385,15,1
2,Payment,1731101008.159706,30606,12,1
1,NewOrder,1731101008.159851,17776,16,1
2,Payment,1731101008.161378,18609,7,1
