Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,722.600,23.846,1.124,11.495,16.134,23.313,31.765,37.763,58.792,914.765,0.042
5,845.800,20.749,1.482,10.471,14.186,20.177,26.082,29.967,40.847,994.195,0.048
10,1002.200,16.079,1.012,10.308,15.146,21.377,27.327,30.318,35.906,47.949,0.062
15,1031.800,15.932,1.182,10.451,14.675,21.230,27.140,29.889,36.117,46.502,0.063
