Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,71.600,2.525,0.456,1.465,1.877,2.826,5.020,6.223,10.914,16.869,0.396
5,73.200,1.595,0.253,0.971,1.238,1.834,2.805,4.001,6.387,8.091,0.627
10,95.600,1.334,0.302,0.822,1.061,1.489,2.243,2.735,6.363,9.014,0.750
15,98.200,1.353,0.327,0.809,1.059,1.530,2.395,2.978,4.849,18.673,0.739
