Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,71.400,26.017,0.001,10.421,24.895,37.403,51.673,55.702,82.769,100.117,0.038
5,80.600,19.299,0.000,7.910,18.192,28.347,36.189,42.155,53.693,63.969,0.052
10,93.600,21.146,0.000,9.808,19.423,30.362,41.674,48.455,61.878,87.873,0.047
15,101.000,20.099,0.000,8.673,18.539,28.974,41.069,48.542,60.756,67.023,0.050
