Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,54.800,4.988,1.155,2.885,4.078,6.051,8.393,10.195,20.587,32.429,0.200
5,86.200,2.757,0.958,1.729,2.319,3.249,4.530,5.816,8.543,9.784,0.363
10,96.800,2.598,0.998,1.611,2.192,3.206,4.415,5.431,8.269,10.134,0.385
15,76.600,2.489,1.023,1.598,2.097,2.824,3.855,5.060,9.540,13.454,0.402
