Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
4,Delivery,1731101095.336827,86939,12,1
1,NewOrder,1731101095.336892,80234,1,1
4,Delivery,1731101095.336931,114850,13,1
1,NewOrder,1731101095.337276,83919,2,1
2,Payment,1731101095.337834,46537,5,1
1,NewOrder,1731101095.338061,101800,6,1
2,Payment,1731101095.338471,80921,7,1
1,NewOrder,1731101095.338878,79978,8,1
1,NewOrder,1731101095.339262,82443,10,1
1,NewOrder,1731101095.339655,81905,9,1
2,Payment,1731101095.340105,75480,11,1
2,Payment,1731101095.340492,77729,3,1
2,Payment,1731101095.341295,62316,14,1
1,NewOrder,1731101095.341722,81266,4,1
1,NewOrder,1731101095.341866,78385,15,1
1,NewOrder,1731101095.342115,70679,16,1
2,Payment,1731101095.342638,72155,17,1
1,NewOrder,1731101095.342880,74432,18,1
1,NewOrder,1731101095.343270,74650,19,1
1,NewOrder,1731101095.343667,69336,20,1
1,NewOrder,1731101095.344056,91681,21,1
2,Payment,1731101095.344507,74030,22,1
1,NewOrder,1731101095.344870,92011,23,1
1,NewOrder,1731101095.345259,72627,24,1
2,Payment,1731101095.347356,71695,26,1
2,Payment,1731101095.347372,68175,30,1
1,NewOrder,1731101095.347393,68763,28,1
5,StockLevel,1731101095.347778,32429,27,1
1,NewOrder,1731101095.350721,69965,25,1
2,Payment,1731101095.350735,65294,31,1
2,Payment,1731101095.350986,67380,29,1
2,Payment,1731101095.380333,38296,27,1
1,NewOrder,1731101095.384409,63554,5,1
2,Payment,1731101095.403661,8606,14,1
2,Payment,1731101095.412298,32025,14,1
1,NewOrder,1731101095.412838,29966,16,1
2,Payment,1731101095.412871,53188,0,1
2,Payment,1731101095.413022,53846,20,1
2,Payment,1731101095.414824,51418,17,1
4,Delivery,1731101095.415574,100746,30,1
2,Payment,1731101095.415621,50514,11,1
2,Payment,1731101095.416053,51124,31,1
1,NewOrder,1731101095.416186,48726,28,1
2,Payment,1731101095.417154,49843,1,1
2,Payment,1731101095.417346,49129,18,1
1,NewOrder,1731101095.417915,69547,24,1
2,Payment,1731101095.417953,48014,19,1
2,Payment,1731101095.418249,48894,3,1
2,Payment,1731101095.418393,48248,29,1
2,Payment,1731101095.418558,47719,22,1
2,Payment,1731101095.418644,51570,27,1
1,NewOrder,1731101095.418876,53396,8,1
1,NewOrder,1731101095.419068,55585,26,1
2,Payment,1731101095.419414,49236,7,1
1,NewOrder,1731101095.420287,44809,15,1
3,OrderStatus,1731101095.420711,11378,25,1
1,NewOrder,1731101095.421227,42698,2,1
5,StockLevel,1731101095.421591,6589,9,1
2,Payment,1731101095.421721,42838,10,1
1,NewOrder,1731101095.423021,32733,4,1
2,Payment,1731101095.423798,43776,12,1
