Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1731100704.005507,50797,6,1
2,Payment,1731100704.005683,29028,4,1
2,Payment,1731100704.006250,49590,0,1
2,Payment,1731100704.006819,52862,5,1
1,NewOrder,1731100704.007387,49419,3,1
2,Payment,1731100704.007951,48186,1,1
3,OrderStatus,1731100704.008572,8941,7,1
2,Payment,1731100704.009142,50162,8,1
1,NewOrder,1731100704.009684,32260,9,1
2,Payment,1731100704.010259,48445,10,1
3,OrderStatus,1731100704.010819,7780,11,1
2,Payment,1731100704.011397,48069,12,1
2,Payment,1731100704.011960,45326,14,1
2,Payment,1731100704.012537,47213,13,1
1,NewOrder,1731100704.013118,27560,15,1
4,Delivery,1731100704.013799,25575,16,1
2,Payment,1731100704.014554,43084,17,1
2,Payment,1731100704.015276,44545,18,1
2,Payment,1731100704.017618,41927,7,1
1,NewOrder,1731100704.017937,24466,19,1
2,Payment,1731100704.018260,41105,23,1
1,NewOrder,1731100704.018464,41212,22,1
2,Payment,1731100704.018506,38411,21,1
1,NewOrder,1731100704.018601,36972,20,1
1,NewOrder,1731100704.018821,38607,25,1
1,NewOrder,1731100704.019401,31455,26,1
2,Payment,1731100704.020019,39344,27,1
5,StockLevel,1731100704.020856,5852,29,1
2,Payment,1731100704.021111,42221,28,1
2,Payment,1731100704.022111,35436,30,1
2,Payment,1731100704.022390,42344,31,1
2,Payment,1731100704.022821,23586,11,1
1,NewOrder,1731100704.027152,33906,24,1
1,NewOrder,1731100704.027319,54750,29,1
2,Payment,1731100704.034736,22707,4,1
2,Payment,1731100704.039399,27577,16,1
1,NewOrder,1731100704.040700,15794,15,1
1,NewOrder,1731100704.041963,58767,9,1
1,NewOrder,1731100704.042423,45274,19,1
1,NewOrder,1731100704.046422,45840,11,1
1,NewOrder,1731100704.050881,42277,26,1
2,Payment,1731100704.055600,9486,20,1
2,Payment,1731100704.055862,45283,0,1
5,StockLevel,1731100704.056159,7339,1,1
1,NewOrder,1731100704.056323,34061,6,1
1,NewOrder,1731100704.056508,27703,15,1
1,NewOrder,1731100704.056823,36602,3,1
1,NewOrder,1731100704.056938,30605,21,1
2,Payment,1731100704.057304,47116,14,1
1,NewOrder,1731100704.057446,25578,25,1
2,Payment,1731100704.057459,43434,4,1
2,Payment,1731100704.057563,47037,30,1
1,NewOrder,1731100704.057654,28711,17,1
2,Payment,1731100704.058723,42298,10,1
2,Payment,1731100704.059325,42679,8,1
4,Delivery,1731100704.059386,73441,23,1
2,Payment,1731100704.059486,44345,12,1
1,NewOrder,1731100704.059525,25674,27,1
2,Payment,1731100704.059556,40479,7,1
1,NewOrder,1731100704.059699,45062,5,1
1,NewOrder,1731100704.059767,38308,13,1
2,Payment,1731100704.059806,41487,22,1
1,NewOrder,1731100704.059838,37879,18,1
4,Delivery,1731100704.061077,92465,24,1
1,NewOrder,1731100704.063354,32260,28,1
2,Payment,1731100704.063513,38156,1,1
2,Payment,1731100704.064756,74947,31,1
2,Payment,1731100704.065100,38109,20,1
1,NewOrder,1731100704.066450,20822,2,1
1,NewOrder,1731100704.066989,37277,16,1
5,StockLevel,1731100704.082091,7199,29,1
2,Payment,1731100704.083036,58012,25,1
1,NewOrder,1731100704.084224,27603,15,1
1,NewOrder,1731100704.085212,47757,27,1
1,NewOrder,1731100704.086385,34319,17,1
2,Payment,1731100704.087285,5537,2,1
2,Payment,1731100704.087558,52490,21,1
2,Payment,1731100704.087714,52707,19,1
2,Payment,1731100704.089305,50235,29,1
4,Delivery,1731100704.090396,41891,6,1
2,Payment,1731100704.092276,47278,11,1
1,NewOrder,1731100704.092834,22250,2,1
2,Payment,1731100704.093169,49482,26,1
2,Payment,1731100704.093436,50142,3,1
2,Payment,1731100704.095629,56400,28,1
1,NewOrder,1731100704.097732,35277,18,1
5,StockLevel,1731100704.098089,5231,13,1
1,NewOrder,1731100704.100048,24398,7,1
5,StockLevel,1731100704.100744,6638,9,1
1,NewOrder,1731100704.100908,17639,4,1
2,Payment,1731100704.101032,50700,10,1
2,Payment,1731100704.101157,50196,0,1
1,NewOrder,1731100704.101408,49386,22,1
2,Payment,1731100704.101682,51755,1,1
2,Payment,1731100704.102017,50697,8,1
1,NewOrder,1731100704.103222,21916,20,1
2,Payment,1731100704.103330,55728,13,1
1,NewOrder,1731100704.103845,31734,12,1
2,Payment,1731100704.104279,56242,16,1
1,NewOrder,1731100704.104434,46725,14,1
2,Payment,1731100704.104613,54196,30,1
1,NewOrder,1731100704.104775,29444,5,1
1,NewOrder,1731100704.107396,29866,9,1
1,NewOrder,1731100704.111842,19383,15,1
1,NewOrder,1731100704.115097,9442,2,1
2,Payment,1731100704.118562,42130,4,1
2,Payment,1731100704.120718,40975,17,1
2,Payment,1731100704.124461,37138,7,1
2,Payment,1731100704.124548,37304,2,1
1,NewOrder,1731100704.125157,34144,20,1
4,Delivery,1731100704.131243,19869,15,1
1,NewOrder,1731100704.132301,22968,6,1
2,Payment,1731100704.132839,31548,23,1
1,NewOrder,1731100704.132978,12388,27,1
1,NewOrder,1731100704.133016,7675,18,1
1,NewOrder,1731100704.134235,29640,5,1
1,NewOrder,1731100704.135598,22586,12,1
2,Payment,1731100704.137274,27196,9,1
1,NewOrder,1731100704.139554,14761,29,1
2,Payment,1731100704.139571,10342,11,1
2,Payment,1731100704.139718,24254,31,1
1,NewOrder,1731100704.140060,34583,21,1
2,Payment,1731100704.140433,24010,19,1
1,NewOrder,1731100704.140703,8340,18,1
1,NewOrder,1731100704.141063,24022,25,1
2,Payment,1731100704.142666,22169,26,1
1,NewOrder,1731100704.143603,20042,3,1
1,NewOrder,1731100704.145380,36224,27,1
1,NewOrder,1731100704.149059,23750,18,1
1,NewOrder,1731100704.149929,43676,11,1
1,NewOrder,1731100704.150806,27780,22,1
1,NewOrder,1731100704.151124,27647,15,1
1,NewOrder,1731100704.151168,27732,14,1
2,Payment,1731100704.151370,21257,0,1
2,Payment,1731100704.151744,20691,10,1
2,Payment,1731100704.152040,20305,28,1
1,NewOrder,1731100704.152726,33304,8,1
2,Payment,1731100704.153449,19607,1,1
1,NewOrder,1731100704.153552,20942,24,1
1,NewOrder,1731100704.154327,17115,29,1
2,Payment,1731100704.155281,27863,6,1
2,Payment,1731100704.158199,16214,12,1
2,Payment,1731100704.158823,5205,30,1
2,Payment,1731100704.159075,19161,13,1
2,Payment,1731100704.159313,20817,20,1
1,NewOrder,1731100704.160534,34099,16,1
2,Payment,1731100704.160704,18485,4,1
2,Payment,1731100704.161613,16568,7,1
2,Payment,1731100704.161703,17744,17,1
5,StockLevel,1731100704.161861,11865,2,1
3,OrderStatus,1731100704.163658,6259,3,1
2,Payment,1731100704.163887,7932,5,1
1,NewOrder,1731100704.163982,49261,31,1
2,Payment,1731100704.164225,21526,30,1
1,NewOrder,1731100704.164401,23732,23,1
2,Payment,1731100704.164457,20819,19,1
1,NewOrder,1731100704.164479,34567,9,1
1,NewOrder,1731100704.164852,34307,26,1
1,NewOrder,1731100704.165104,19545,25,1
1,NewOrder,1731100704.170833,36214,3,1
2,Payment,1731100704.171457,17679,29,1
1,NewOrder,1731100704.171832,31019,5,1
2,Payment,1731100704.172357,24642,28,1
1,NewOrder,1731100704.172444,21815,10,1
3,OrderStatus,1731100704.172642,4269,0,1
2,Payment,1731100704.172820,26935,18,1
1,NewOrder,1731100704.173070,22405,1,1
2,Payment,1731100704.173742,23484,2,1
2,Payment,1731100704.174426,27039,12,1
2,Payment,1731100704.174503,22548,24,1
1,NewOrder,1731100704.174653,23190,21,1
2,Payment,1731100704.176924,22914,0,1
2,Payment,1731100704.178194,6634,7,1
2,Payment,1731100704.178252,18350,13,1
1,NewOrder,1731100704.178603,27261,22,1
1,NewOrder,1731100704.178784,29968,15,1
2,Payment,1731100704.178911,30522,14,1
2,Payment,1731100704.179200,26717,4,1
1,NewOrder,1731100704.179741,28922,17,1
1,NewOrder,1731100704.180145,29148,20,1
2,Payment,1731100704.181634,27525,27,1
5,StockLevel,1731100704.183158,6865,6,1
1,NewOrder,1731100704.184662,15040,25,1
1,NewOrder,1731100704.184840,18592,7,1
1,NewOrder,1731100704.185290,29398,19,1
