Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,49.600,1.931,0.448,1.017,1.494,2.262,3.737,4.893,8.941,11.276,0.518
5,79.000,1.341,0.274,0.722,1.085,1.591,2.396,3.016,5.981,9.033,0.746
10,73.800,0.777,0.290,0.440,0.601,0.873,1.243,1.502,2.888,15.770,1.287
15,70.000,0.947,0.254,0.582,0.801,1.051,1.584,1.956,4.350,5.780,1.056
