Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
4,Delivery,1731101553.546706,53541,5,1
1,NewOrder,1731101553.547648,75120,2,1
2,Payment,1731101553.547684,71552,4,1
2,Payment,1731101553.547723,44848,0,1
1,NewOrder,1731101553.548047,96276,23,1
2,Payment,1731101553.548492,73739,3,1
1,NewOrder,1731101553.548932,78048,7,1
1,NewOrder,1731101553.549394,108363,8,1
2,Payment,1731101553.549843,66847,9,1
3,OrderStatus,1731101553.550263,44685,10,1
5,StockLevel,1731101553.550840,44044,11,1
2,Payment,1731101553.551800,67250,12,1
2,Payment,1731101553.552395,65126,13,1
2,Payment,1731101553.553575,63862,14,1
2,Payment,1731101553.553592,65074,17,1
2,Payment,1731101553.553669,66627,16,1
3,OrderStatus,1731101553.553863,20776,15,1
2,Payment,1731101553.553877,63162,18,1
1,NewOrder,1731101553.554283,104431,19,1
1,NewOrder,1731101553.554728,65783,20,1
2,Payment,1731101553.555153,52173,21,1
2,Payment,1731101553.555605,63387,22,1
4,Delivery,1731101553.556073,75156,6,1
2,Payment,1731101553.556508,62906,24,1
1,NewOrder,1731101553.556977,61840,25,1
3,OrderStatus,1731101553.557412,28280,26,1
1,NewOrder,1731101553.558146,87504,28,1
1,NewOrder,1731101553.558389,82649,27,1
1,NewOrder,1731101553.558709,79784,29,1
2,Payment,1731101553.559146,58245,31,1
1,NewOrder,1731101553.559587,103676,30,1
1,NewOrder,1731101553.574738,67248,15,1
4,Delivery,1731101553.585725,84134,26,1
1,NewOrder,1731101553.592603,33490,0,1
1,NewOrder,1731101553.594915,58011,11,1
1,NewOrder,1731101553.594981,49916,10,1
2,Payment,1731101553.600277,32717,5,1
2,Payment,1731101553.607358,9243,21,1
2,Payment,1731101553.616622,12527,21,1
2,Payment,1731101553.616723,33091,9,1
5,StockLevel,1731101553.617061,9273,18,1
1,NewOrder,1731101553.617417,22397,31,1
1,NewOrder,1731101553.617463,31619,14,1
4,Delivery,1731101553.617546,52761,13,1
1,NewOrder,1731101553.618111,30663,1,1
2,Payment,1731101553.618706,30124,17,1
2,Payment,1731101553.618842,30974,25,1
4,Delivery,1731101553.619019,73949,22,1
2,Payment,1731101553.619069,30931,12,1
2,Payment,1731101553.619252,30608,4,1
2,Payment,1731101553.619430,30780,24,1
2,Payment,1731101553.620321,28833,16,1
2,Payment,1731101553.620530,29098,20,1
1,NewOrder,1731101553.622260,36140,3,1
3,OrderStatus,1731101553.622791,10090,2,1
1,NewOrder,1731101553.626108,41944,0,1
1,NewOrder,1731101553.626353,35811,18,1
2,Payment,1731101553.627005,39766,7,1
2,Payment,1731101553.629165,7870,21,1
1,NewOrder,1731101553.631253,36554,6,1
2,Payment,1731101553.632909,27321,2,1
4,Delivery,1731101553.633004,90238,5,1
1,NewOrder,1731101553.637052,84492,21,1
2,Payment,1731101553.638521,37707,29,1
1,NewOrder,1731101553.639830,33984,31,1
1,NewOrder,1731101553.641063,58493,27,1
1,NewOrder,1731101553.642001,33413,15,1
5,StockLevel,1731101553.644351,23980,23,1
2,Payment,1731101553.644922,23915,10,1
2,Payment,1731101553.645674,23934,28,1
1,NewOrder,1731101553.648795,25987,1,1
1,NewOrder,1731101553.648847,27896,17,1
1,NewOrder,1731101553.649101,49781,14,1
1,NewOrder,1731101553.649170,25114,16,1
4,Delivery,1731101553.649654,70662,20,1
1,NewOrder,1731101553.649832,23494,9,1
2,Payment,1731101553.649832,24135,25,1
2,Payment,1731101553.649878,9205,4,1
1,NewOrder,1731101553.650013,23598,12,1
1,NewOrder,1731101553.650223,28520,24,1
2,Payment,1731101553.652943,20812,11,1
1,NewOrder,1731101553.657808,23968,8,1
2,Payment,1731101553.658418,22848,3,1
2,Payment,1731101553.658738,22919,19,1
2,Payment,1731101553.659100,7102,4,1
2,Payment,1731101553.660246,20936,2,1
2,Payment,1731101553.662180,20234,18,1
4,Delivery,1731101553.663288,60543,30,1
2,Payment,1731101553.666218,6741,4,1
1,NewOrder,1731101553.666789,20751,7,1
1,NewOrder,1731101553.667823,47694,6,1
1,NewOrder,1731101553.668069,42951,0,1
3,OrderStatus,1731101553.668363,7639,23,1
