Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,915.000,20.872,1.213,9.021,14.778,20.942,28.034,32.718,51.271,1066.603,0.048
5,1006.200,7.348,1.207,4.164,5.595,9.202,14.377,18.286,27.439,42.515,0.136
10,977.600,6.918,1.218,4.271,5.484,8.012,12.930,16.988,26.388,44.684,0.145
15,963.000,6.693,1.199,3.921,5.237,7.906,12.988,17.560,24.866,36.036,0.149
