Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1731101575.515848,131901,2,1
1,NewOrder,1731101575.519453,106056,1,1
5,StockLevel,1731101575.523450,11541,3,1
2,Payment,1731101575.527454,16492,5,1
2,Payment,1731101575.531432,92458,8,1
2,Payment,1731101575.535506,87668,7,1
1,NewOrder,1731101575.539442,46903,6,1
2,Payment,1731101575.543582,78615,4,1
1,NewOrder,1731101575.547433,45517,9,1
1,NewOrder,1731101575.551432,39749,10,1
2,Payment,1731101575.555444,83792,11,1
1,NewOrder,1731101575.559427,87643,12,1
2,Payment,1731101575.563440,74969,13,1
1,NewOrder,1731101575.567449,34490,14,1
2,Payment,1731101575.571463,67735,15,1
1,NewOrder,1731101575.575433,36069,17,1
1,NewOrder,1731101575.579443,69657,16,1
2,Payment,1731101575.583435,55051,18,1
2,Payment,1731101575.587428,60614,19,1
1,NewOrder,1731101575.591431,73720,21,1
2,Payment,1731101575.595430,42329,20,1
1,NewOrder,1731101575.599435,55254,22,1
1,NewOrder,1731101575.603435,46388,23,1
1,NewOrder,1731101575.607592,55239,24,1
2,Payment,1731101575.611435,37018,25,1
1,NewOrder,1731101575.615434,37078,26,1
1,NewOrder,1731101575.619427,27450,27,1
1,NewOrder,1731101575.623643,46973,28,1
2,Payment,1731101575.627439,26367,29,1
1,NewOrder,1731101575.631423,34183,30,1
1,NewOrder,1731101575.635434,20466,31,1
2,Payment,1731101575.639669,20009,3,1
1,NewOrder,1731101575.643432,16064,5,1
5,StockLevel,1731101575.647461,9234,6,1
4,Delivery,1731101575.651523,10306,10,1
2,Payment,1731101575.655431,20644,9,1
1,NewOrder,1731101575.659426,8181,14,1
2,Payment,1731101575.663425,67039,17,1
3,OrderStatus,1731101575.667435,4390,4,1
1,NewOrder,1731101575.671431,29754,7,1
2,Payment,1731101575.675432,53141,8,1
1,NewOrder,1731101575.679428,9657,0,1
1,NewOrder,1731101575.683433,22125,1,1
4,Delivery,1731101575.687424,16876,20,1
2,Payment,1731101575.691429,44608,13,1
1,NewOrder,1731101575.695430,23895,18,1
1,NewOrder,1731101575.699437,19083,15,1
1,NewOrder,1731101575.703441,16540,11,1
2,Payment,1731101575.707444,28078,27,1
2,Payment,1731101575.711736,29725,12,1
2,Payment,1731101575.715427,26617,2,1
1,NewOrder,1731101575.719423,25152,19,1
2,Payment,1731101575.723428,18786,25,1
1,NewOrder,1731101575.727426,26558,16,1
2,Payment,1731101575.731423,17883,23,1
2,Payment,1731101575.735425,12734,26,1
1,NewOrder,1731101575.739426,18017,29,1
1,NewOrder,1731101575.743431,19080,22,1
1,NewOrder,1731101575.747425,23922,31,1
2,Payment,1731101575.751489,4371,6,1
2,Payment,1731101575.755434,5686,5,1
2,Payment,1731101575.759440,6530,3,1
1,NewOrder,1731101575.763428,7035,10,1
2,Payment,1731101575.767426,4974,24,1
1,NewOrder,1731101575.771433,6045,21,1
3,OrderStatus,1731101575.775443,3162,30,1
2,Payment,1731101575.779447,10379,14,1
1,NewOrder,1731101575.783443,17916,28,1
2,Payment,1731101575.787447,9284,4,1
1,NewOrder,1731101575.791502,11628,9,1
1,NewOrder,1731101575.795460,10378,0,1
2,Payment,1731101575.799428,12219,7,1
3,OrderStatus,1731101575.803493,2939,20,1
2,Payment,1731101575.807464,17540,1,1
2,Payment,1731101575.811458,7649,15,1
2,Payment,1731101575.815555,15760,18,1
2,Payment,1731101575.821628,17069,11,1
1,NewOrder,1731101575.823422,22934,8,1
2,Payment,1731101575.827455,19551,17,1
4,Delivery,1731101575.831451,52194,27,1
1,NewOrder,1731101575.835483,23005,13,1
1,NewOrder,1731101575.839447,12069,12,1
1,NewOrder,1731101575.843831,13801,2,1
2,Payment,1731101575.847496,9779,25,1
1,NewOrder,1731101575.851441,26094,19,1
1,NewOrder,1731101575.855439,17855,26,1
4,Delivery,1731101575.859509,52928,23,1
2,Payment,1731101575.863448,7951,16,1
2,Payment,1731101575.867451,9601,6,1
2,Payment,1731101575.871566,12809,29,1
1,NewOrder,1731101575.875445,15485,5,1
1,NewOrder,1731101575.879599,22442,22,1
2,Payment,1731101575.883453,8326,3,1
1,NewOrder,1731101575.887540,12951,10,1
2,Payment,1731101575.891506,6075,31,1
2,Payment,1731101575.895460,9046,24,1
1,NewOrder,1731101575.899535,8344,21,1
4,Delivery,1731101575.903552,35846,30,1
1,NewOrder,1731101575.907448,16719,14,1
3,OrderStatus,1731101575.911444,3529,4,1
2,Payment,1731101575.915440,9311,28,1
1,NewOrder,1731101575.919512,28881,9,1
4,Delivery,1731101575.923461,53,0,1
2,Payment,1731101575.927446,4217,20,1
2,Payment,1731101575.931429,4039,7,1
1,NewOrder,1731101575.935433,7134,15,1
2,Payment,1731101575.939431,4898,30,1
1,NewOrder,1731101575.944340,6814,18,1
2,Payment,1731101575.947442,5560,11,1
1,NewOrder,1731101575.951484,14685,8,1
1,NewOrder,1731101575.955493,12483,17,1
2,Payment,1731101575.959522,4557,12,1
2,Payment,1731101575.963502,6602,25,1
2,Payment,1731101575.967486,9412,2,1
1,NewOrder,1731101575.971479,10224,13,1
2,Payment,1731101575.975472,8671,16,1
2,Payment,1731101575.979462,10117,26,1
1,NewOrder,1731101575.983464,11283,6,1
1,NewOrder,1731101575.987461,15653,19,1
1,NewOrder,1731101575.991483,24232,27,1
2,Payment,1731101575.995528,4977,29,1
2,Payment,1731101575.999490,10680,5,1
1,NewOrder,1731101576.003466,17300,3,1
2,Payment,1731101576.007427,7505,31,1
1,NewOrder,1731101576.011452,10111,10,1
2,Payment,1731101576.015474,7631,22,1
2,Payment,1731101576.019468,9214,24,1
1,NewOrder,1731101576.023450,8469,21,1
2,Payment,1731101576.027458,11491,23,1
1,NewOrder,1731101576.031435,48987,4,1
1,NewOrder,1731101576.035468,43810,0,1
1,NewOrder,1731101576.042332,10656,14,1
1,NewOrder,1731101576.043487,13471,28,1
2,Payment,1731101576.047691,6080,20,1
2,Payment,1731101576.051505,9054,7,1
1,NewOrder,1731101576.055494,38851,1,1
1,NewOrder,1731101576.059534,20075,15,1
1,NewOrder,1731101576.063517,14971,30,1
1,NewOrder,1731101576.067489,16398,9,1
2,Payment,1731101576.071505,7294,18,1
1,NewOrder,1731101576.075518,21819,11,1
2,Payment,1731101576.079466,7593,12,1
1,NewOrder,1731101576.083802,8540,8,1
2,Payment,1731101576.087561,6156,17,1
2,Payment,1731101576.091539,10317,25,1
2,Payment,1731101576.095478,19393,2,1
2,Payment,1731101576.099474,23718,13,1
1,NewOrder,1731101576.103507,35871,16,1
5,StockLevel,1731101576.107503,7615,26,1
2,Payment,1731101576.111472,29209,6,1
1,NewOrder,1731101576.115686,27043,29,1
5,StockLevel,1731101576.119491,7589,19,1
1,NewOrder,1731101576.123553,16615,5,1
4,Delivery,1731101576.127485,32620,31,1
1,NewOrder,1731101576.131602,11769,27,1
2,Payment,1731101576.135666,9975,3,1
1,NewOrder,1731101576.139510,14555,10,1
2,Payment,1731101576.143493,9897,22,1
4,Delivery,1731101576.147507,71419,24,1
2,Payment,1731101576.151491,12857,21,1
1,NewOrder,1731101576.155484,12992,23,1
1,NewOrder,1731101576.159564,12316,14,1
1,NewOrder,1731101576.163684,17462,20,1
1,NewOrder,1731101576.167845,17649,28,1
1,NewOrder,1731101576.171500,21975,7,1
1,NewOrder,1731101576.175489,18649,30,1
2,Payment,1731101576.179493,6140,18,1
2,Payment,1731101576.183710,11938,0,1
2,Payment,1731101576.187487,13056,15,1
2,Payment,1731101576.191506,16140,4,1
4,Delivery,1731101576.195483,22986,9,1
1,NewOrder,1731101576.199493,11866,12,1
1,NewOrder,1731101576.203598,8564,8,1
1,NewOrder,1731101576.207475,9193,17,1
1,NewOrder,1731101576.211504,12995,1,1
1,NewOrder,1731101576.215493,8188,11,1
1,NewOrder,1731101576.219470,62182,25,1
2,Payment,1731101576.223477,6445,2,1
2,Payment,1731101576.227489,6868,26,1
2,Payment,1731101576.231529,8817,13,1
2,Payment,1731101576.235503,12924,19,1
1,NewOrder,1731101576.239482,18096,16,1
1,NewOrder,1731101576.243499,25778,5,1
2,Payment,1731101576.247536,7092,6,1
1,NewOrder,1731101576.252032,9123,29,1
1,NewOrder,1731101576.255473,8241,27,1
1,NewOrder,1731101576.259510,13921,3,1
2,Payment,1731101576.263498,4370,22,1
1,NewOrder,1731101576.267483,8832,10,1
1,NewOrder,1731101576.271514,13945,31,1
2,Payment,1731101576.275466,5008,21,1
1,NewOrder,1731101576.279490,9119,23,1
1,NewOrder,1731101576.283485,8649,14,1
1,NewOrder,1731101576.287468,9020,20,1
2,Payment,1731101576.291478,6457,28,1
2,Payment,1731101576.295459,7560,18,1
1,NewOrder,1731101576.299426,10196,7,1
2,Payment,1731101576.303458,4168,30,1
2,Payment,1731101576.307470,5929,0,1
1,NewOrder,1731101576.311457,6135,15,1
2,Payment,1731101576.315442,5831,4,1
2,Payment,1731101576.319503,7010,12,1
1,NewOrder,1731101576.323477,12166,8,1
1,NewOrder,1731101576.327488,7148,17,1
2,Payment,1731101576.331554,9410,9,1
1,NewOrder,1731101576.335481,9173,24,1
1,NewOrder,1731101576.339475,9983,11,1
1,NewOrder,1731101576.343486,25520,1,1
1,NewOrder,1731101576.347503,7976,2,1
1,NewOrder,1731101576.351498,11618,26,1
2,Payment,1731101576.355484,5461,13,1
1,NewOrder,1731101576.359493,29949,19,1
2,Payment,1731101576.363478,4712,6,1
2,Payment,1731101576.367497,6800,16,1
1,NewOrder,1731101576.371514,13033,29,1
2,Payment,1731101576.375506,5428,27,1
1,NewOrder,1731101576.379518,8495,22,1
2,Payment,1731101576.383489,6632,5,1
1,NewOrder,1731101576.387508,10469,3,1
1,NewOrder,1731101576.391484,6971,10,1
2,Payment,1731101576.395484,4412,21,1
2,Payment,1731101576.399475,5338,25,1
1,NewOrder,1731101576.403472,9851,31,1
1,NewOrder,1731101576.407467,16846,23,1
2,Payment,1731101576.411477,6170,14,1
2,Payment,1731101576.415505,7294,20,1
3,OrderStatus,1731101576.419504,3878,28,1
3,OrderStatus,1731101576.423477,2996,28,1
1,NewOrder,1731101576.427444,6652,30,1
2,Payment,1731101576.431496,5457,7,1
2,Payment,1731101576.435488,8735,0,1
1,NewOrder,1731101576.439476,11437,15,1
1,NewOrder,1731101576.443477,10673,4,1
1,NewOrder,1731101576.447457,9704,12,1
2,Payment,1731101576.451457,4923,17,1
2,Payment,1731101576.455487,6286,8,1
1,NewOrder,1731101576.459428,9551,9,1
1,NewOrder,1731101576.463476,14499,24,1
2,Payment,1731101576.467442,4504,11,1
1,NewOrder,1731101576.471459,12869,2,1
1,NewOrder,1731101576.475460,7083,13,1
1,NewOrder,1731101576.479485,37353,26,1
2,Payment,1731101576.483477,5211,6,1
2,Payment,1731101576.487499,6666,1,1
5,StockLevel,1731101576.491473,5664,16,1
1,NewOrder,1731101576.495499,35084,27,1
2,Payment,1731101576.499499,6841,29,1
2,Payment,1731101576.503509,10621,22,1
2,Payment,1731101576.507525,14962,19,1
1,NewOrder,1731101576.511496,11911,5,1
2,Payment,1731101576.515554,13406,3,1
2,Payment,1731101576.519520,15540,10,1
1,NewOrder,1731101576.523548,9961,5,1
2,Payment,1731101576.527495,7167,25,1
2,Payment,1731101576.531483,8043,31,1
2,Payment,1731101576.535471,17793,14,1
2,Payment,1731101576.539544,6195,20,1
1,NewOrder,1731101576.543472,14641,18,1
1,NewOrder,1731101576.547461,11165,23,1
1,NewOrder,1731101576.551565,11189,28,1
1,NewOrder,1731101576.555497,7861,30,1
1,NewOrder,1731101576.559475,8584,7,1
2,Payment,1731101576.563458,5515,0,1
1,NewOrder,1731101576.567483,7534,15,1
1,NewOrder,1731101576.571455,13323,4,1
2,Payment,1731101576.575443,6052,17,1
4,Delivery,1731101576.579488,13993,12,1
5,StockLevel,1731101576.584614,6356,8,1
2,Payment,1731101576.587478,6694,9,1
2,Payment,1731101576.591480,7434,11,1
1,NewOrder,1731101576.595462,7255,24,1
2,Payment,1731101576.599488,5179,13,1
1,NewOrder,1731101576.603476,7652,2,1
2,Payment,1731101576.607461,4372,6,1
1,NewOrder,1731101576.611460,9222,1,1
2,Payment,1731101576.615488,6461,16,1
1,NewOrder,1731101576.619477,9257,29,1
1,NewOrder,1731101576.623550,12757,22,1
1,NewOrder,1731101576.628760,13821,29,1
2,Payment,1731101576.631488,5667,19,1
2,Payment,1731101576.635484,7776,21,1
1,NewOrder,1731101576.639483,9652,3,1
1,NewOrder,1731101576.643469,7097,27,1
2,Payment,1731101576.647490,5224,5,1
1,NewOrder,1731101576.651465,7004,25,1
1,NewOrder,1731101576.655447,8685,10,1
2,Payment,1731101576.659453,4016,31,1
1,NewOrder,1731101576.663421,7761,20,1
2,Payment,1731101576.667478,5126,14,1
2,Payment,1731101576.671454,5830,18,1
2,Payment,1731101576.675438,7647,23,1
2,Payment,1731101576.679450,10626,28,1
1,NewOrder,1731101576.683454,7351,30,1
2,Payment,1731101576.687453,7398,7,1
1,NewOrder,1731101576.691443,11415,0,1
2,Payment,1731101576.695443,4957,15,1
2,Payment,1731101576.699446,5485,17,1
1,NewOrder,1731101576.703443,15040,4,1
1,NewOrder,1731101576.707428,8741,8,1
2,Payment,1731101576.711451,5333,12,1
1,NewOrder,1731101576.715489,18526,9,1
2,Payment,1731101576.719489,4877,11,1
1,NewOrder,1731101576.723477,10288,24,1
2,Payment,1731101576.727465,7263,13,1
1,NewOrder,1731101576.731473,23437,2,1
2,Payment,1731101576.735486,4682,6,1
1,NewOrder,1731101576.739474,25451,1,1
2,Payment,1731101576.743580,5634,16,1
2,Payment,1731101576.747723,10272,26,1
1,NewOrder,1731101576.751575,7446,22,1
2,Payment,1731101576.755478,8513,19,1
2,Payment,1731101576.759527,12994,29,1
1,NewOrder,1731101576.763476,9804,21,1
2,Payment,1731101576.767468,10535,3,1
1,NewOrder,1731101576.771466,10734,27,1
1,NewOrder,1731101576.775497,31980,5,1
5,StockLevel,1731101576.779491,9929,25,1
2,Payment,1731101576.783470,7709,31,1
4,Delivery,1731101576.787509,10520,10,1
2,Payment,1731101576.791487,5142,20,1
1,NewOrder,1731101576.795498,8828,14,1
2,Payment,1731101576.799476,3888,18,1
1,NewOrder,1731101576.803465,8945,23,1
4,Delivery,1731101576.807474,67911,28,1
1,NewOrder,1731101576.811472,7582,30,1
1,NewOrder,1731101576.815474,11164,7,1
