Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,77.000,5.241,0.809,2.362,3.436,5.706,10.675,14.660,27.903,55.570,0.191
5,134.200,2.854,0.596,1.365,1.782,3.027,5.394,8.256,16.101,27.452,0.350
10,103.400,2.294,0.759,1.249,1.567,2.422,4.432,5.579,11.757,16.861,0.436
15,80.200,2.820,0.849,1.285,1.648,2.874,5.904,8.197,15.918,28.295,0.355
