Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,84.400,2.635,0.656,1.177,1.586,2.683,5.301,7.531,16.253,38.264,0.380
5,113.600,1.051,0.351,0.561,0.711,1.117,1.841,2.679,5.862,22.986,0.951
10,95.400,0.701,0.353,0.486,0.564,0.707,1.006,1.394,3.638,5.131,1.427
15,80.000,1.040,0.365,0.525,0.656,1.042,1.950,3.017,6.796,8.192,0.961
