Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,84.400,1.773,0.454,0.784,1.042,1.533,3.311,5.489,12.757,36.248,0.564
5,84.800,0.700,0.319,0.488,0.584,0.739,1.012,1.231,2.310,8.247,1.428
10,80.800,0.663,0.321,0.492,0.564,0.703,0.942,1.103,2.172,5.402,1.508
15,78.200,0.675,0.380,0.518,0.565,0.674,0.891,1.175,3.209,5.151,1.482
