Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1731100725.218703,27209,10,1
1,NewOrder,1731100725.218958,33170,18,1
4,Delivery,1731100725.219454,53682,17,1
4,Delivery,1731100725.219949,34381,16,1
1,NewOrder,1731100725.220448,54977,15,1
2,Payment,1731100725.220967,67531,14,1
5,StockLevel,1731100725.221466,13378,13,1
2,Payment,1731100725.222958,65746,12,1
1,NewOrder,1731100725.222972,40501,9,1
2,Payment,1731100725.222982,65152,11,1
2,Payment,1731100725.223465,65485,8,1
1,NewOrder,1731100725.223965,47723,5,1
5,StockLevel,1731100725.224468,17149,0,1
2,Payment,1731100725.224969,71091,2,1
2,Payment,1731100725.225467,69848,3,1
1,NewOrder,1731100725.225967,45486,6,1
1,NewOrder,1731100725.226468,40526,1,1
1,NewOrder,1731100725.226971,35816,7,1
1,NewOrder,1731100725.227477,43626,4,1
4,Delivery,1731100725.228356,63031,19,1
2,Payment,1731100725.229334,66171,20,1
2,Payment,1731100725.229343,73081,22,1
2,Payment,1731100725.229995,67426,23,1
1,NewOrder,1731100725.230225,38448,24,1
2,Payment,1731100725.230464,65054,25,1
1,NewOrder,1731100725.230965,45977,26,1
1,NewOrder,1731100725.231467,48857,27,1
1,NewOrder,1731100725.232121,43990,28,1
2,Payment,1731100725.232794,62060,30,1
2,Payment,1731100725.232973,67668,29,1
2,Payment,1731100725.233537,68621,31,1
5,StockLevel,1731100725.234919,3783,13,1
1,NewOrder,1731100725.238719,37515,13,1
1,NewOrder,1731100725.241640,25543,0,1
1,NewOrder,1731100725.245936,22564,10,1
3,OrderStatus,1731100725.252152,5682,18,1
1,NewOrder,1731100725.254353,11973,16,1
1,NewOrder,1731100725.257849,28296,18,1
2,Payment,1731100725.259502,51103,21,1
1,NewOrder,1731100725.262879,9549,7,1
1,NewOrder,1731100725.263496,25514,9,1
1,NewOrder,1731100725.266352,15076,16,1
1,NewOrder,1731100725.267015,10258,1,1
2,Payment,1731100725.267193,44451,0,1
2,Payment,1731100725.268517,41174,10,1
2,Payment,1731100725.268693,43015,24,1
2,Payment,1731100725.271124,38736,4,1
2,Payment,1731100725.271475,36219,6,1
1,NewOrder,1731100725.271706,7597,5,1
1,NewOrder,1731100725.272441,12282,7,1
2,Payment,1731100725.273158,34487,17,1
1,NewOrder,1731100725.275450,7963,15,1
2,Payment,1731100725.276131,32984,28,1
1,NewOrder,1731100725.276249,27646,13,1
1,NewOrder,1731100725.276962,17218,26,1
1,NewOrder,1731100725.277285,42873,1,1
1,NewOrder,1731100725.279325,16958,5,1
2,Payment,1731100725.280359,29395,27,1
2,Payment,1731100725.281445,5399,16,1
1,NewOrder,1731100725.283426,31674,15,1
1,NewOrder,1731100725.284737,20330,7,1
1,NewOrder,1731100725.286159,43591,18,1
1,NewOrder,1731100725.286859,40889,16,1
2,Payment,1731100725.288157,46685,11,1
1,NewOrder,1731100725.288519,44432,14,1
1,NewOrder,1731100725.288724,23149,12,1
1,NewOrder,1731100725.288971,39162,8,1
3,OrderStatus,1731100725.289024,4282,9,1
2,Payment,1731100725.291408,41186,19,1
1,NewOrder,1731100725.293322,33509,9,1
1,NewOrder,1731100725.294193,27203,26,1
1,NewOrder,1731100725.294874,31971,30,1
1,NewOrder,1731100725.295334,24483,3,1
1,NewOrder,1731100725.295527,30796,20,1
2,Payment,1731100725.295543,10412,25,1
2,Payment,1731100725.296078,39537,2,1
2,Payment,1731100725.296297,35551,5,1
1,NewOrder,1731100725.297446,55192,23,1
1,NewOrder,1731100725.300664,36995,29,1
1,NewOrder,1731100725.302180,35210,31,1
1,NewOrder,1731100725.302446,30046,22,1
1,NewOrder,1731100725.303908,41620,13,1
2,Payment,1731100725.305080,49762,7,1
1,NewOrder,1731100725.305970,46472,25,1
1,NewOrder,1731100725.307658,18868,17,1
2,Payment,1731100725.307709,59282,6,1
1,NewOrder,1731100725.309130,42559,28,1
1,NewOrder,1731100725.309703,9537,10,1
2,Payment,1731100725.309762,59563,27,1
2,Payment,1731100725.309869,74836,4,1
1,NewOrder,1731100725.310617,50724,21,1
2,Payment,1731100725.311656,58240,0,1
5,StockLevel,1731100725.311725,5691,24,1
1,NewOrder,1731100725.311888,39383,12,1
1,NewOrder,1731100725.315113,42747,15,1
2,Payment,1731100725.317429,55363,24,1
