Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,70.000,2.163,0.382,1.216,1.661,2.491,3.743,5.221,11.459,17.508,0.462
5,79.400,1.626,0.442,0.943,1.230,1.848,3.144,3.941,6.506,9.158,0.615
10,78.600,1.054,0.294,0.666,0.845,1.239,1.787,2.277,4.070,6.665,0.949
15,82.400,0.928,0.281,0.606,0.768,1.031,1.515,1.940,2.961,7.086,1.078
