Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,77.400,20.497,0.000,6.831,18.161,31.243,42.832,50.477,66.401,77.397,0.049
5,82.000,20.368,0.000,8.706,18.132,29.433,39.727,43.626,60.666,142.444,0.049
10,76.000,15.394,0.001,6.163,12.864,21.596,32.623,38.210,58.187,82.520,0.065
15,93.600,13.622,0.000,4.973,10.768,19.226,31.898,37.804,46.101,54.320,0.073
