Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1893.200,16.726,0.000,6.745,11.453,17.789,26.094,31.844,50.172,1010.488,0.060
5,2010.800,13.824,0.000,8.073,12.176,17.936,24.531,29.077,39.300,142.444,0.072
10,2096.200,10.104,0.001,4.890,8.231,13.436,20.566,25.458,32.985,82.520,0.099
15,1994.400,8.945,0.000,4.515,7.198,11.520,17.586,22.435,33.915,54.320,0.112
