Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,8.800,2.726,1.202,1.997,2.405,3.002,3.441,4.345,11.236,11.236,0.367
5,8.600,2.217,1.348,1.758,2.120,2.557,2.825,3.088,5.325,5.325,0.451
10,10.800,2.246,1.237,1.999,2.294,2.425,2.671,2.837,3.596,3.596,0.445
15,8.000,2.113,1.390,1.767,2.122,2.446,2.670,2.850,3.162,3.162,0.473
