Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,71.400,2.284,0.455,1.238,1.761,2.622,4.026,5.043,9.900,29.196,0.438
5,85.000,1.573,0.387,0.873,1.363,2.007,2.698,3.439,4.894,6.406,0.636
10,88.400,1.375,0.402,0.799,1.141,1.723,2.343,2.844,3.990,8.565,0.727
15,70.800,1.194,0.437,0.755,1.000,1.429,2.107,2.565,3.499,4.586,0.838
