Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1731101029.994426,74503,7,1
3,OrderStatus,1731101029.994919,29196,17,1
2,Payment,1731101029.994930,71984,16,1
2,Payment,1731101029.995341,38561,18,1
2,Payment,1731101029.995870,71526,23,1
4,Delivery,1731101029.996327,84338,24,1
1,NewOrder,1731101029.996878,64716,26,1
2,Payment,1731101029.997324,71825,25,1
4,Delivery,1731101029.997898,122193,27,1
2,Payment,1731101029.998333,70053,28,1
2,Payment,1731101029.998872,70473,29,1
2,Payment,1731101029.999333,69631,30,1
1,NewOrder,1731101029.999877,66669,31,1
2,Payment,1731101030.000356,68522,15,1
2,Payment,1731101030.000926,48796,14,1
4,Delivery,1731101030.001351,106742,13,1
1,NewOrder,1731101030.001866,68021,12,1
1,NewOrder,1731101030.002351,64792,11,1
1,NewOrder,1731101030.002848,63206,10,1
1,NewOrder,1731101030.003318,64006,4,1
1,NewOrder,1731101030.003860,66009,6,1
1,NewOrder,1731101030.004337,54317,9,1
2,Payment,1731101030.004848,64753,2,1
1,NewOrder,1731101030.005356,61820,3,1
2,Payment,1731101030.005873,64044,0,1
2,Payment,1731101030.006358,63711,5,1
2,Payment,1731101030.006853,62505,1,1
2,Payment,1731101030.007323,58832,8,1
1,NewOrder,1731101030.007847,64513,19,1
2,Payment,1731101030.008373,61216,20,1
1,NewOrder,1731101030.008866,96498,22,1
2,Payment,1731101030.024223,75516,17,1
1,NewOrder,1731101030.033986,52563,18,1
2,Payment,1731101030.049758,15948,14,1
1,NewOrder,1731101030.058692,42127,9,1
1,NewOrder,1731101030.061621,61729,26,1
1,NewOrder,1731101030.065725,22170,14,1
2,Payment,1731101030.066081,53020,10,1
1,NewOrder,1731101030.066185,22333,8,1
1,NewOrder,1731101030.066567,22247,31,1
1,NewOrder,1731101030.066934,38677,16,1
1,NewOrder,1731101030.067171,21889,11,1
2,Payment,1731101030.067202,58491,3,1
2,Payment,1731101030.067345,60782,4,1
2,Payment,1731101030.067416,56859,23,1
1,NewOrder,1731101030.068410,58412,28,1
1,NewOrder,1731101030.068902,47808,15,1
1,NewOrder,1731101030.068956,46765,7,1
1,NewOrder,1731101030.068988,46622,30,1
2,Payment,1731101030.069175,56191,25,1
1,NewOrder,1731101030.069249,26000,21,1
1,NewOrder,1731101030.069366,48877,29,1
2,Payment,1731101030.069382,56447,1,1
2,Payment,1731101030.069609,55211,20,1
2,Payment,1731101030.069620,55976,2,1
4,Delivery,1731101030.069893,49350,6,1
1,NewOrder,1731101030.069909,46281,12,1
5,StockLevel,1731101030.069938,7693,0,1
1,NewOrder,1731101030.070093,24529,5,1
5,StockLevel,1731101030.072386,14942,19,1
1,NewOrder,1731101030.077649,26340,0,1
2,Payment,1731101030.080691,44391,24,1
2,Payment,1731101030.086568,38174,18,1
2,Payment,1731101030.087347,38615,19,1
2,Payment,1731101030.088489,10361,14,1
2,Payment,1731101030.088537,36780,8,1
1,NewOrder,1731101030.088828,33681,31,1
1,NewOrder,1731101030.089078,50425,11,1
2,Payment,1731101030.094641,33251,5,1
1,NewOrder,1731101030.095265,16720,21,1
2,Payment,1731101030.098867,17041,14,1
2,Payment,1731101030.099757,34405,17,1
1,NewOrder,1731101030.100835,35105,9,1
4,Delivery,1731101030.104006,29,0,1
1,NewOrder,1731101030.104047,10466,0,1
1,NewOrder,1731101030.105409,16495,22,1
2,Payment,1731101030.105626,30732,16,1
2,Payment,1731101030.108117,28402,13,1
1,NewOrder,1731101030.112004,23332,21,1
1,NewOrder,1731101030.114529,19693,0,1
1,NewOrder,1731101030.115628,22342,30,1
2,Payment,1731101030.115732,7267,7,1
1,NewOrder,1731101030.116205,44792,12,1
2,Payment,1731101030.116727,28627,15,1
2,Payment,1731101030.117688,26040,14,1
