Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1731100767.621570,32288,17,1
2,Payment,1731100767.625327,51632,16,1
2,Payment,1731100767.629328,47126,15,1
2,Payment,1731100767.633328,48877,14,1
1,NewOrder,1731100767.637335,13520,13,1
2,Payment,1731100767.641352,39348,11,1
1,NewOrder,1731100767.645322,10483,10,1
2,Payment,1731100767.649329,32725,9,1
1,NewOrder,1731100767.653323,11368,8,1
2,Payment,1731100767.657326,31208,4,1
2,Payment,1731100767.661336,27446,12,1
2,Payment,1731100767.665323,21858,0,1
2,Payment,1731100767.669320,19590,5,1
1,NewOrder,1731100767.673332,18796,1,1
2,Payment,1731100767.677330,14836,7,1
1,NewOrder,1731100767.682072,11844,9,1
2,Payment,1731100767.685323,6549,3,1
2,Payment,1731100767.689479,6609,2,1
2,Payment,1731100767.693334,6381,20,1
2,Payment,1731100767.697332,6124,21,1
1,NewOrder,1731100767.701323,9390,19,1
1,NewOrder,1731100767.705341,9400,22,1
2,Payment,1731100767.709330,4511,23,1
1,NewOrder,1731100767.713327,10733,24,1
1,NewOrder,1731100767.717335,10228,26,1
1,NewOrder,1731100767.721328,10130,25,1
1,NewOrder,1731100767.725328,9888,27,1
2,Payment,1731100767.729335,9550,28,1
1,NewOrder,1731100767.733330,13868,29,1
2,Payment,1731100767.737330,5384,30,1
2,Payment,1731100767.741331,8416,31,1
2,Payment,1731100767.745337,4102,18,1
2,Payment,1731100767.749323,3234,13,1
2,Payment,1731100767.753331,2586,17,1
2,Payment,1731100767.757321,3004,10,1
2,Payment,1731100767.761323,2651,8,1
2,Payment,1731100767.765316,2048,15,1
2,Payment,1731100767.769314,3207,16,1
1,NewOrder,1731100767.773312,6212,11,1
2,Payment,1731100767.777325,2977,14,1
2,Payment,1731100767.781325,4023,6,1
1,NewOrder,1731100767.785331,5003,0,1
1,NewOrder,1731100767.789330,7694,4,1
1,NewOrder,1731100767.793339,9544,12,1
2,Payment,1731100767.797327,4404,5,1
2,Payment,1731100767.801329,2658,3,1
1,NewOrder,1731100767.805339,5712,1,1
2,Payment,1731100767.809334,3408,7,1
1,NewOrder,1731100767.813331,3766,9,1
1,NewOrder,1731100767.817329,6742,2,1
2,Payment,1731100767.821329,1947,20,1
2,Payment,1731100767.825334,2478,21,1
2,Payment,1731100767.829330,2901,19,1
2,Payment,1731100767.833331,1958,23,1
1,NewOrder,1731100767.837319,3238,22,1
1,NewOrder,1731100767.841318,3830,24,1
2,Payment,1731100767.845327,3030,26,1
1,NewOrder,1731100767.849330,3936,25,1
2,Payment,1731100767.853325,3066,27,1
2,Payment,1731100767.857331,2302,28,1
2,Payment,1731100767.861321,2106,30,1
2,Payment,1731100767.865341,3015,29,1
2,Payment,1731100767.869327,2460,18,1
2,Payment,1731100767.873327,3279,31,1
1,NewOrder,1731100767.877328,4563,13,1
1,NewOrder,1731100767.881318,3048,17,1
2,Payment,1731100767.885332,2271,10,1
2,Payment,1731100767.889332,2376,8,1
4,Delivery,1731100767.893332,7746,15,1
2,Payment,1731100767.897330,2160,16,1
2,Payment,1731100767.901321,1947,11,1
1,NewOrder,1731100767.905318,7108,14,1
