Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,112.000,2.214,0.933,1.214,1.419,1.786,2.281,3.262,31.208,51.632,0.452
5,107.200,1.184,0.841,1.036,1.108,1.234,1.405,1.512,2.520,7.997,0.845
10,99.200,2.058,0.813,0.963,1.049,1.183,1.475,1.798,44.808,63.822,0.486
15,109.400,1.004,0.761,0.917,0.979,1.039,1.119,1.199,1.378,8.417,0.996
