Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1731100942.511324,107786,7,1
1,NewOrder,1731100942.511651,71576,6,1
2,Payment,1731100942.512676,105365,4,1
1,NewOrder,1731100942.513665,90112,3,1
1,NewOrder,1731100942.514669,67077,8,1
2,Payment,1731100942.515660,107719,0,1
1,NewOrder,1731100942.516664,77976,1,1
1,NewOrder,1731100942.517640,86491,2,1
2,Payment,1731100942.518637,98095,9,1
2,Payment,1731100942.519647,103091,10,1
1,NewOrder,1731100942.520641,58669,11,1
2,Payment,1731100942.521678,98632,12,1
2,Payment,1731100942.522665,84661,13,1
2,Payment,1731100942.523648,99667,15,1
2,Payment,1731100942.524647,103784,14,1
1,NewOrder,1731100942.525654,67621,16,1
1,NewOrder,1731100942.526647,31504,17,1
1,NewOrder,1731100942.527643,66260,18,1
2,Payment,1731100942.528642,99211,19,1
1,NewOrder,1731100942.529671,78495,20,1
2,Payment,1731100942.530670,96627,21,1
1,NewOrder,1731100942.531656,77684,22,1
2,Payment,1731100942.532665,94313,23,1
2,Payment,1731100942.533654,93845,24,1
2,Payment,1731100942.534653,88608,25,1
1,NewOrder,1731100942.535646,81390,26,1
2,Payment,1731100942.536661,86894,27,1
1,NewOrder,1731100942.537644,67981,28,1
2,Payment,1731100942.538755,86693,29,1
5,StockLevel,1731100942.539652,15029,30,1
2,Payment,1731100942.540661,87085,31,1
1,NewOrder,1731100942.554786,43947,30,1
2,Payment,1731100942.558195,66105,17,1
2,Payment,1731100942.579348,45273,11,1
2,Payment,1731100942.581776,46278,8,1
2,Payment,1731100942.583258,45965,6,1
1,NewOrder,1731100942.593307,33471,16,1
1,NewOrder,1731100942.593938,27517,18,1
2,Payment,1731100942.594671,33175,1,1
2,Payment,1731100942.598750,37707,30,1
2,Payment,1731100942.603807,35970,3,1
4,Delivery,1731100942.604161,24,2,1
1,NewOrder,1731100942.604194,70374,2,1
1,NewOrder,1731100942.605651,46413,28,1
2,Payment,1731100942.607355,9944,13,1
5,StockLevel,1731100942.608195,3814,20,1
2,Payment,1731100942.609366,30622,22,1
1,NewOrder,1731100942.612029,35951,20,1
3,OrderStatus,1731100942.616760,11115,9,1
2,Payment,1731100942.617065,31697,26,1
3,OrderStatus,1731100942.617315,14868,13,1
1,NewOrder,1731100942.618069,55888,4,1
1,NewOrder,1731100942.618284,22569,5,1
2,Payment,1731100942.619156,28319,7,1
2,Payment,1731100942.620337,46071,12,1
2,Payment,1731100942.621473,17086,18,1
2,Payment,1731100942.622763,22108,10,1
1,NewOrder,1731100942.623283,25825,25,1
5,StockLevel,1731100942.623344,3981,15,1
2,Payment,1731100942.623405,51629,0,1
2,Payment,1731100942.623572,53008,27,1
1,NewOrder,1731100942.624317,48840,17,1
2,Payment,1731100942.624635,52406,11,1
1,NewOrder,1731100942.625473,20674,29,1
1,NewOrder,1731100942.626796,51155,16,1
1,NewOrder,1731100942.627008,46315,23,1
1,NewOrder,1731100942.627320,34903,21,1
2,Payment,1731100942.627344,48736,15,1
2,Payment,1731100942.627522,47931,24,1
1,NewOrder,1731100942.627774,35994,31,1
2,Payment,1731100942.627863,47746,1,1
2,Payment,1731100942.627876,48000,19,1
2,Payment,1731100942.627890,49028,9,1
1,NewOrder,1731100942.628067,19196,8,1
2,Payment,1731100942.628460,48802,14,1
2,Payment,1731100942.629241,47027,6,1
1,NewOrder,1731100942.632202,43170,13,1
1,NewOrder,1731100942.636474,34771,30,1
2,Payment,1731100942.638577,86963,18,1
2,Payment,1731100942.639794,52253,3,1
1,NewOrder,1731100942.640002,29658,22,1
2,Payment,1731100942.640868,86003,5,1
1,NewOrder,1731100942.644887,21283,10,1
1,NewOrder,1731100942.646163,15598,29,1
1,NewOrder,1731100942.647280,16726,8,1
3,OrderStatus,1731100942.647489,5796,7,1
4,Delivery,1731100942.647996,74613,20,1
1,NewOrder,1731100942.648778,43004,26,1
3,OrderStatus,1731100942.649123,4920,25,1
2,Payment,1731100942.652083,80744,28,1
2,Payment,1731100942.653302,79642,7,1
2,Payment,1731100942.654108,78518,25,1
2,Payment,1731100942.661777,71402,29,1
1,NewOrder,1731100942.662241,23911,21,1
1,NewOrder,1731100942.663783,56862,31,1
1,NewOrder,1731100942.664023,49968,8,1
1,NewOrder,1731100942.666185,46070,10,1
2,Payment,1731100942.666425,8771,12,1
1,NewOrder,1731100942.669676,16165,22,1
2,Payment,1731100942.671261,62522,30,1
1,NewOrder,1731100942.673173,48706,17,1
