Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,40.400,2.086,1.065,1.405,1.630,2.229,3.315,4.908,7.131,12.117,0.479
5,42.200,1.640,0.649,1.168,1.349,1.587,2.539,3.524,6.937,12.199,0.610
10,41.400,2.854,0.491,1.286,1.682,2.283,3.874,5.703,35.412,64.001,0.350
15,36.000,1.325,0.884,1.120,1.299,1.451,1.597,1.830,2.632,3.815,0.755
