Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,38.600,10.109,0.002,3.326,6.481,12.627,25.292,31.437,61.016,63.718,0.099
5,46.800,8.240,0.001,2.773,5.383,9.407,18.849,27.395,45.763,57.438,0.121
10,41.200,15.996,0.001,4.060,7.849,18.422,34.955,62.573,100.428,136.550,0.063
15,42.000,3.211,0.001,2.174,3.119,4.429,5.394,6.242,8.141,10.833,0.311
