Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,35.000,2.057,0.463,0.910,1.753,2.160,3.446,5.336,8.790,24.579,0.486
5,34.600,1.413,0.348,0.706,1.545,1.804,2.125,2.539,3.737,4.291,0.708
10,36.000,1.725,0.373,0.753,1.602,2.253,2.957,3.766,6.665,6.942,0.580
15,41.600,0.470,0.270,0.375,0.423,0.514,0.613,0.736,1.372,1.533,2.125
