Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,41.600,3.566,0.919,1.682,2.341,3.799,7.709,9.862,17.188,32.550,0.280
5,68.800,2.963,0.675,1.508,1.884,2.950,5.362,7.821,17.794,31.796,0.337
10,61.400,2.649,0.684,1.424,1.698,2.823,4.393,6.228,16.569,34.995,0.377
15,58.800,1.754,0.802,1.327,1.485,1.814,2.623,3.315,5.403,8.859,0.570
