Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1111.400,23.272,0.002,4.793,8.079,15.610,26.396,34.362,994.335,1062.725,0.043
5,1889.000,7.762,0.001,3.647,5.582,9.751,16.426,20.981,32.165,63.951,0.129
10,1500.000,11.819,0.002,3.633,5.642,9.798,15.868,20.331,31.749,1048.360,0.085
15,1498.400,5.137,0.003,3.150,4.669,6.386,8.924,10.870,15.290,40.031,0.195
