Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1731101487.934455,121432,8,1
2,Payment,1731101487.935210,122503,6,1
2,Payment,1731101487.935217,122770,5,1
2,Payment,1731101487.935754,122490,1,1
1,NewOrder,1731101487.936417,68053,10,1
1,NewOrder,1731101487.937092,67291,4,1
1,NewOrder,1731101487.937784,83639,7,1
2,Payment,1731101487.938604,121713,2,1
3,OrderStatus,1731101487.939306,22528,0,1
2,Payment,1731101487.939768,125713,3,1
2,Payment,1731101487.940436,125752,11,1
2,Payment,1731101487.941097,124258,12,1
2,Payment,1731101487.941785,111891,14,1
2,Payment,1731101487.942449,124798,13,1
2,Payment,1731101487.943283,124256,15,1
1,NewOrder,1731101487.943765,62631,16,1
5,StockLevel,1731101487.944439,18287,17,1
1,NewOrder,1731101487.945086,110537,18,1
2,Payment,1731101487.945755,120203,20,1
2,Payment,1731101487.946417,120739,19,1
1,NewOrder,1731101487.947085,58712,21,1
1,NewOrder,1731101487.947800,75012,22,1
2,Payment,1731101487.948442,118864,23,1
1,NewOrder,1731101487.949091,55375,24,1
1,NewOrder,1731101487.949763,81067,25,1
2,Payment,1731101487.950439,115494,26,1
2,Payment,1731101487.951130,116301,28,1
2,Payment,1731101487.951783,113274,27,1
2,Payment,1731101487.952453,115318,29,1
2,Payment,1731101487.953105,114213,30,1
4,Delivery,1731101487.953788,92948,31,1
1,NewOrder,1731101487.961944,43774,0,1
2,Payment,1731101487.962759,104434,17,1
1,NewOrder,1731101488.004428,27516,4,1
2,Payment,1731101488.004499,66895,24,1
2,Payment,1731101488.004537,62514,10,1
2,Payment,1731101488.005734,66514,0,1
1,NewOrder,1731101488.005821,32912,21,1
5,StockLevel,1731101488.006438,6465,16,1
2,Payment,1731101488.012922,59008,16,1
3,OrderStatus,1731101488.021454,12152,7,1
3,OrderStatus,1731101488.022838,4104,22,1
2,Payment,1731101488.026961,51680,22,1
1,NewOrder,1731101488.030860,6963,25,1
2,Payment,1731101488.031965,56413,4,1
1,NewOrder,1731101488.033621,68403,7,1
2,Payment,1731101488.037837,35864,25,1
1,NewOrder,1731101488.038748,12715,21,1
1,NewOrder,1731101488.041079,78103,9,1
2,Payment,1731101488.046762,38928,31,1
