Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1500.200,6.612,0.002,2.368,3.836,6.873,15.727,23.221,40.843,91.594,0.151
5,1500.000,3.220,0.001,1.604,2.627,3.860,5.759,7.197,11.805,63.652,0.311
10,1500.000,3.012,0.001,1.576,2.609,3.798,5.579,6.944,10.055,34.643,0.332
15,1499.000,3.156,0.001,1.625,2.706,4.016,5.823,7.399,10.601,24.958,0.317
