Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,654.400,6.812,0.778,1.917,3.152,6.025,18.698,26.909,43.504,89.751,0.147
5,628.600,2.658,0.783,1.309,1.874,2.879,3.962,5.080,16.837,63.652,0.376
10,648.800,2.219,0.773,1.292,1.845,2.779,3.818,4.726,6.995,11.862,0.451
15,648.400,2.344,0.744,1.322,1.920,2.974,4.082,5.031,7.488,12.995,0.427
