Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1731100682.859000,57454,0,1
2,Payment,1731100682.859268,17798,14,1
1,NewOrder,1731100682.859914,47169,6,1
1,NewOrder,1731100682.860582,64940,7,1
1,NewOrder,1731100682.861265,41772,1,1
2,Payment,1731100682.861936,89333,8,1
2,Payment,1731100682.862597,88892,4,1
2,Payment,1731100682.863250,88128,3,1
3,OrderStatus,1731100682.863938,12658,9,1
2,Payment,1731100682.865065,85541,10,1
1,NewOrder,1731100682.865267,50064,11,1
1,NewOrder,1731100682.866071,40522,12,1
2,Payment,1731100682.866908,84763,5,1
2,Payment,1731100682.867258,84449,13,1
2,Payment,1731100682.868237,82203,15,1
1,NewOrder,1731100682.868715,33741,16,1
1,NewOrder,1731100682.869263,46288,17,1
2,Payment,1731100682.869993,79958,18,1
2,Payment,1731100682.870593,80208,20,1
2,Payment,1731100682.871312,80762,19,1
1,NewOrder,1731100682.874825,17549,21,1
1,NewOrder,1731100682.874885,30963,25,1
2,Payment,1731100682.875479,80405,24,1
2,Payment,1731100682.876683,79078,9,1
1,NewOrder,1731100682.877090,18336,14,1
2,Payment,1731100682.877414,89751,23,1
2,Payment,1731100682.877601,81308,22,1
1,NewOrder,1731100682.877774,69662,29,1
2,Payment,1731100682.877787,88681,27,1
2,Payment,1731100682.878159,79793,30,1
1,NewOrder,1731100682.878919,31503,31,1
5,StockLevel,1731100682.879256,10153,28,1
2,Payment,1731100682.879928,79290,26,1
1,NewOrder,1731100682.889435,19077,28,1
1,NewOrder,1731100682.892398,17174,21,1
3,OrderStatus,1731100682.895440,5427,14,1
2,Payment,1731100682.900882,48698,14,1
2,Payment,1731100682.902479,66247,16,1
4,Delivery,1731100682.903058,21,1,1
1,NewOrder,1731100682.903086,23559,1,1
4,Delivery,1731100682.905869,31280,25,1
1,NewOrder,1731100682.906612,8170,12,1
2,Payment,1731100682.907101,60805,6,1
1,NewOrder,1731100682.908525,17727,28,1
1,NewOrder,1731100682.909742,6723,21,1
1,NewOrder,1731100682.910444,18641,31,1
1,NewOrder,1731100682.914796,12072,12,1
1,NewOrder,1731100682.915353,20928,11,1
1,NewOrder,1731100682.915568,7653,17,1
2,Payment,1731100682.915942,54282,2,1
2,Payment,1731100682.916476,51994,0,1
2,Payment,1731100682.916481,65939,21,1
1,NewOrder,1731100682.923264,7443,17,1
1,NewOrder,1731100682.925561,6155,7,1
1,NewOrder,1731100682.926266,8019,28,1
2,Payment,1731100682.926657,43504,1,1
2,Payment,1731100682.926880,43224,12,1
1,NewOrder,1731100682.929098,33017,31,1
1,NewOrder,1731100682.930720,10913,17,1
1,NewOrder,1731100682.931727,8328,7,1
1,NewOrder,1731100682.934299,7903,28,1
2,Payment,1731100682.936297,34029,11,1
5,StockLevel,1731100682.937164,2792,25,1
2,Payment,1731100682.939968,31456,25,1
1,NewOrder,1731100682.940065,6886,7,1
3,OrderStatus,1731100682.941646,2300,17,1
2,Payment,1731100682.942215,28715,28,1
1,NewOrder,1731100682.943958,3780,17,1
2,Payment,1731100682.946964,23785,7,1
2,Payment,1731100682.947459,25889,29,1
2,Payment,1731100682.947754,23071,17,1
2,Payment,1731100682.949603,4970,14,1
1,NewOrder,1731100682.949975,46890,18,1
2,Payment,1731100682.950460,24100,15,1
1,NewOrder,1731100682.950636,22079,10,1
2,Payment,1731100682.950820,25480,20,1
1,NewOrder,1731100682.951286,22041,8,1
2,Payment,1731100682.951392,24175,3,1
2,Payment,1731100682.951512,23191,4,1
1,NewOrder,1731100682.951729,24843,13,1
1,NewOrder,1731100682.951788,15936,5,1
2,Payment,1731100682.952091,22149,19,1
1,NewOrder,1731100682.954586,23382,14,1
2,Payment,1731100682.955776,27166,9,1
2,Payment,1731100682.955915,27078,24,1
4,Delivery,1731100682.957972,35550,30,1
4,Delivery,1731100682.958932,85713,22,1
1,NewOrder,1731100682.959243,32396,26,1
2,Payment,1731100682.962129,24457,31,1
2,Payment,1731100682.966495,18291,27,1
1,NewOrder,1731100682.967185,24246,23,1
2,Payment,1731100682.967737,6350,5,1
1,NewOrder,1731100682.967918,22601,6,1
2,Payment,1731100682.968484,26613,0,1
1,NewOrder,1731100682.968742,26803,16,1
2,Payment,1731100682.970120,22960,12,1
2,Payment,1731100682.970177,22901,1,1
2,Payment,1731100682.970237,22645,2,1
1,NewOrder,1731100682.970341,14840,11,1
4,Delivery,1731100682.970761,72781,7,1
2,Payment,1731100682.970834,23171,17,1
1,NewOrder,1731100682.970939,22258,28,1
1,NewOrder,1731100682.971438,24545,25,1
1,NewOrder,1731100682.972731,18003,10,1
2,Payment,1731100682.973341,25296,8,1
2,Payment,1731100682.973363,26759,29,1
1,NewOrder,1731100682.974099,29457,5,1
2,Payment,1731100682.974254,8229,19,1
2,Payment,1731100682.974573,17363,15,1
1,NewOrder,1731100682.974908,23639,4,1
2,Payment,1731100682.975579,21379,3,1
2,Payment,1731100682.976315,20802,20,1
5,StockLevel,1731100682.976585,4695,13,1
1,NewOrder,1731100682.977983,23720,14,1
2,Payment,1731100682.981293,19433,13,1
1,NewOrder,1731100682.982436,46432,21,1
1,NewOrder,1731100682.982497,31292,19,1
1,NewOrder,1731100682.982957,18563,9,1
3,OrderStatus,1731100682.983006,5745,24,1
1,NewOrder,1731100682.984799,25256,27,1
2,Payment,1731100682.985192,24123,11,1
2,Payment,1731100682.986607,24373,31,1
2,Payment,1731100682.988767,13852,24,1
1,NewOrder,1731100682.990533,28320,6,1
2,Payment,1731100682.990747,22493,10,1
2,Payment,1731100682.991446,11824,23,1
1,NewOrder,1731100682.991657,27941,26,1
2,Payment,1731100682.991945,3741,15,1
2,Payment,1731100682.992894,17569,2,1
2,Payment,1731100682.993093,17569,1,1
1,NewOrder,1731100682.993096,35897,12,1
2,Payment,1731100682.993210,17931,28,1
3,OrderStatus,1731100682.993536,3775,30,1
1,NewOrder,1731100682.994018,19713,17,1
1,NewOrder,1731100682.995112,45354,0,1
1,NewOrder,1731100682.995559,23543,16,1
1,NewOrder,1731100682.995699,23694,15,1
2,Payment,1731100682.995997,22541,25,1
1,NewOrder,1731100682.996879,24466,18,1
2,Payment,1731100682.996971,22031,3,1
1,NewOrder,1731100682.997127,56407,20,1
2,Payment,1731100682.997322,22742,30,1
1,NewOrder,1731100682.998579,20668,4,1
1,NewOrder,1731100682.998645,12728,8,1
1,NewOrder,1731100683.000136,43249,29,1
3,OrderStatus,1731100683.000739,6735,13,1
2,Payment,1731100683.001533,18772,9,1
1,NewOrder,1731100683.001716,53751,14,1
1,NewOrder,1731100683.002637,33039,24,1
3,OrderStatus,1731100683.003282,4069,23,1
1,NewOrder,1731100683.003568,42143,5,1
2,Payment,1731100683.007368,41062,23,1
1,NewOrder,1731100683.007485,36600,13,1
1,NewOrder,1731100683.009329,29889,11,1
1,NewOrder,1731100683.010068,43324,27,1
1,NewOrder,1731100683.010476,37901,2,1
1,NewOrder,1731100683.010677,36991,1,1
1,NewOrder,1731100683.010995,32078,31,1
2,Payment,1731100683.011157,45618,28,1
1,NewOrder,1731100683.011389,25551,8,1
1,NewOrder,1731100683.013255,35950,10,1
2,Payment,1731100683.013744,49452,17,1
2,Payment,1731100683.013804,42921,19,1
1,NewOrder,1731100683.018555,17986,25,1
2,Payment,1731100683.018868,44588,6,1
1,NewOrder,1731100683.019017,20624,3,1
1,NewOrder,1731100683.019114,21389,16,1
1,NewOrder,1731100683.019259,24193,4,1
3,OrderStatus,1731100683.019404,8978,15,1
1,NewOrder,1731100683.019610,19257,26,1
2,Payment,1731100683.020080,47624,30,1
5,StockLevel,1731100683.020318,6916,9,1
