Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,57.000,2.626,0.990,1.546,1.977,2.811,4.268,5.761,13.155,26.299,0.381
5,58.200,1.758,0.446,1.312,1.524,2.017,2.513,2.927,5.279,9.700,0.569
10,57.800,1.704,0.435,1.285,1.499,1.873,2.668,3.187,4.296,5.784,0.587
15,61.400,1.663,0.861,1.222,1.425,1.773,2.431,3.189,4.687,7.193,0.601
