Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1731100661.785745,23113,4,1
2,Payment,1731100661.786161,61502,1,1
1,NewOrder,1731100661.786949,58592,0,1
1,NewOrder,1731100661.787765,27124,2,1
3,OrderStatus,1731100661.788676,9152,3,1
2,Payment,1731100661.789357,47193,7,1
1,NewOrder,1731100661.790158,38992,6,1
2,Payment,1731100661.790962,65453,8,1
2,Payment,1731100661.792035,62588,9,1
4,Delivery,1731100661.792568,13975,10,1
2,Payment,1731100661.793363,59688,11,1
2,Payment,1731100661.794231,59863,12,1
1,NewOrder,1731100661.794963,15918,13,1
2,Payment,1731100661.795841,57815,14,1
1,NewOrder,1731100661.796684,61121,15,1
1,NewOrder,1731100661.797513,28771,16,1
2,Payment,1731100661.798159,57413,17,1
1,NewOrder,1731100661.798959,47540,18,1
1,NewOrder,1731100661.799764,46350,19,1
1,NewOrder,1731100661.800929,20970,20,1
2,Payment,1731100661.801362,53194,21,1
1,NewOrder,1731100661.802552,43039,22,1
1,NewOrder,1731100661.802971,24921,23,1
1,NewOrder,1731100661.804635,42428,24,1
2,Payment,1731100661.805397,40008,25,1
1,NewOrder,1731100661.805681,42867,26,1
1,NewOrder,1731100661.806183,54666,28,1
1,NewOrder,1731100661.806959,21684,27,1
1,NewOrder,1731100661.807762,40270,29,1
1,NewOrder,1731100661.808560,49455,31,1
1,NewOrder,1731100661.809542,40235,30,1
1,NewOrder,1731100661.810236,32675,3,1
2,Payment,1731100661.810966,42876,10,1
1,NewOrder,1731100661.811847,32553,4,1
2,Payment,1731100661.812581,43658,13,1
1,NewOrder,1731100661.814912,30746,2,1
2,Payment,1731100661.821922,31452,20,1
1,NewOrder,1731100661.826308,45359,16,1
5,StockLevel,1731100661.827914,8384,23,1
1,NewOrder,1731100661.828663,36600,27,1
4,Delivery,1731100661.829166,14433,6,1
1,NewOrder,1731100661.836316,35777,23,1
2,Payment,1731100661.836572,15978,7,1
3,OrderStatus,1731100661.843051,10214,3,1
4,Delivery,1731100661.843613,14211,6,1
1,NewOrder,1731100661.844414,29085,4,1
1,NewOrder,1731100661.845428,26124,25,1
1,NewOrder,1731100661.845564,15589,0,1
2,Payment,1731100661.845607,27048,22,1
2,Payment,1731100661.845669,23226,2,1
2,Payment,1731100661.846137,23324,19,1
2,Payment,1731100661.846517,23875,18,1
5,StockLevel,1731100661.847060,5210,5,1
1,NewOrder,1731100661.847083,28253,24,1
2,Payment,1731100661.847685,22111,1,1
1,NewOrder,1731100661.848052,20994,29,1
2,Payment,1731100661.848569,22187,26,1
1,NewOrder,1731100661.849797,51383,30,1
1,NewOrder,1731100661.852286,37858,5,1
2,Payment,1731100661.852565,7556,7,1
1,NewOrder,1731100661.853071,40506,11,1
1,NewOrder,1731100661.853279,41857,3,1
5,StockLevel,1731100661.853676,8983,14,1
2,Payment,1731100661.853853,45702,10,1
1,NewOrder,1731100661.853946,13658,20,1
1,NewOrder,1731100661.854111,40117,12,1
4,Delivery,1731100661.854594,33999,21,1
1,NewOrder,1731100661.854644,29808,9,1
2,Payment,1731100661.855593,50205,17,1
2,Payment,1731100661.856253,49047,13,1
1,NewOrder,1731100661.856436,27847,8,1
2,Payment,1731100661.857827,48871,15,1
1,NewOrder,1731100661.857839,32615,6,1
2,Payment,1731100661.858036,48760,31,1
1,NewOrder,1731100661.860138,38507,7,1
1,NewOrder,1731100661.860869,45199,28,1
1,NewOrder,1731100661.861168,33625,0,1
2,Payment,1731100661.862675,42078,14,1
1,NewOrder,1731100661.865279,13942,27,1
1,NewOrder,1731100661.867620,21930,20,1
3,OrderStatus,1731100661.868910,5107,2,1
2,Payment,1731100661.869057,53038,29,1
5,StockLevel,1731100661.869474,7771,19,1
2,Payment,1731100661.869812,43991,1,1
2,Payment,1731100661.870406,51604,18,1
2,Payment,1731100661.870770,45914,26,1
1,NewOrder,1731100661.871565,21592,25,1
4,Delivery,1731100661.871676,41617,16,1
2,Payment,1731100661.872106,53169,23,1
2,Payment,1731100661.872667,50105,22,1
2,Payment,1731100661.873513,48440,4,1
1,NewOrder,1731100661.874030,30260,2,1
1,NewOrder,1731100661.875349,42336,24,1
2,Payment,1731100661.877261,45009,19,1
2,Payment,1731100661.879235,49525,27,1
3,OrderStatus,1731100661.884298,2733,8,1
1,NewOrder,1731100661.884467,13425,9,1
1,NewOrder,1731100661.887046,21425,8,1
2,Payment,1731100661.888614,36346,21,1
2,Payment,1731100661.889564,36615,20,1
1,NewOrder,1731100661.890159,7409,5,1
3,OrderStatus,1731100661.890470,3933,6,1
1,NewOrder,1731100661.893172,33439,25,1
1,NewOrder,1731100661.893590,9728,11,1
