Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,49.400,9.080,0.002,2.545,4.400,7.348,22.679,41.979,82.325,96.824,0.110
5,49.000,3.736,0.001,2.088,3.173,4.651,6.446,7.417,20.789,23.010,0.268
10,53.600,3.761,0.001,1.576,3.116,4.954,6.777,8.741,24.942,31.304,0.266
15,46.600,3.658,0.001,1.982,3.176,4.761,6.631,7.819,12.994,17.502,0.273
