Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1250.200,4.730,0.002,1.547,2.648,4.284,9.023,17.680,42.433,96.824,0.211
5,1250.000,2.342,0.001,1.224,2.017,3.004,4.196,5.247,7.593,23.010,0.427
10,1250.000,2.387,0.001,1.252,2.014,3.002,4.207,5.283,8.009,31.304,0.419
15,1249.400,2.366,0.001,1.230,2.025,2.979,4.216,5.275,8.009,26.290,0.423
