Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,21.200,1.712,0.887,1.101,1.295,1.596,2.112,2.398,11.852,12.621,0.584
5,21.800,1.171,0.676,0.972,1.104,1.269,1.556,1.709,2.163,2.364,0.854
10,21.000,0.975,0.545,0.765,0.957,1.124,1.334,1.463,1.625,1.700,1.025
15,22.600,0.907,0.504,0.756,0.852,0.973,1.252,1.334,1.674,1.859,1.103
