Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1731101117.225319,67915,21,1
2,Payment,1731101117.226888,66935,20,1
1,NewOrder,1731101117.229083,65133,23,1
1,NewOrder,1731101117.230906,62650,19,1
3,OrderStatus,1731101117.233071,11736,24,1
2,Payment,1731101117.234900,56552,17,1
1,NewOrder,1731101117.236914,58772,25,1
1,NewOrder,1731101117.238923,54415,18,1
2,Payment,1731101117.240948,51017,26,1
1,NewOrder,1731101117.242906,53379,16,1
5,StockLevel,1731101117.244960,16118,27,1
2,Payment,1731101117.246927,47476,29,1
1,NewOrder,1731101117.248904,60315,28,1
2,Payment,1731101117.250910,55208,30,1
2,Payment,1731101117.253021,27189,15,1
1,NewOrder,1731101117.255169,54877,31,1
3,OrderStatus,1731101117.257017,12621,12,1
1,NewOrder,1731101117.260063,44932,14,1
2,Payment,1731101117.261111,44630,13,1
1,NewOrder,1731101117.262913,50493,11,1
3,OrderStatus,1731101117.264915,11852,10,1
5,StockLevel,1731101117.266979,14128,9,1
1,NewOrder,1731101117.268894,56843,7,1
1,NewOrder,1731101117.270896,33514,8,1
2,Payment,1731101117.272903,32384,6,1
2,Payment,1731101117.274893,29207,5,1
1,NewOrder,1731101117.276896,34487,0,1
2,Payment,1731101117.280243,22919,15,1
2,Payment,1731101117.281136,31416,9,1
2,Payment,1731101117.282899,29318,3,1
2,Payment,1731101117.284955,27877,1,1
1,NewOrder,1731101117.287097,53913,24,1
2,Payment,1731101117.289546,21689,22,1
1,NewOrder,1731101117.290909,28211,27,1
1,NewOrder,1731101117.293348,33014,12,1
1,NewOrder,1731101117.294901,25166,10,1
1,NewOrder,1731101117.296906,24346,2,1
4,Delivery,1731101117.298907,10218,4,1
2,Payment,1731101117.301207,17672,17,1
1,NewOrder,1731101117.302904,24309,26,1
2,Payment,1731101117.305018,36063,14,1
2,Payment,1731101117.307977,31631,18,1
1,NewOrder,1731101117.308898,40295,19,1
1,NewOrder,1731101117.311029,17531,20,1
2,Payment,1731101117.312908,6382,23,1
2,Payment,1731101117.314951,32413,29,1
2,Payment,1731101117.316904,32895,25,1
1,NewOrder,1731101117.318956,41916,16,1
1,NewOrder,1731101117.321513,11995,15,1
1,NewOrder,1731101117.322926,9517,5,1
2,Payment,1731101117.324905,27906,8,1
5,StockLevel,1731101117.327228,2719,26,1
1,NewOrder,1731101117.328961,9851,21,1
2,Payment,1731101117.330894,22920,13,1
2,Payment,1731101117.332890,21693,30,1
2,Payment,1731101117.338831,15801,21,1
1,NewOrder,1731101117.339081,13263,4,1
1,NewOrder,1731101117.339090,22177,31,1
1,NewOrder,1731101117.341984,14543,22,1
2,Payment,1731101117.342892,15690,0,1
2,Payment,1731101117.345463,12688,3,1
2,Payment,1731101117.349816,14919,25,1
4,Delivery,1731101117.350004,9086,9,1
2,Payment,1731101117.350912,13407,11,1
1,NewOrder,1731101117.352906,29985,17,1
2,Payment,1731101117.355939,8203,27,1
1,NewOrder,1731101117.356895,12190,23,1
1,NewOrder,1731101117.358922,18349,10,1
1,NewOrder,1731101117.361100,24710,2,1
3,OrderStatus,1731101117.363053,4489,7,1
5,StockLevel,1731101117.364894,7079,12,1
1,NewOrder,1731101117.369149,16867,6,1
1,NewOrder,1731101117.369277,7025,20,1
1,NewOrder,1731101117.370901,10326,26,1
1,NewOrder,1731101117.372895,17659,5,1
2,Payment,1731101117.374930,5699,15,1
2,Payment,1731101117.377177,14276,28,1
2,Payment,1731101117.379284,5794,18,1
1,NewOrder,1731101117.380891,8474,24,1
1,NewOrder,1731101117.383014,13510,17,1
1,NewOrder,1731101117.384920,9131,29,1
2,Payment,1731101117.386888,8804,19,1
1,NewOrder,1731101117.388893,8173,1,1
1,NewOrder,1731101117.390925,6828,4,1
2,Payment,1731101117.392953,7836,8,1
1,NewOrder,1731101117.394897,9487,13,1
2,Payment,1731101117.396892,9115,30,1
2,Payment,1731101117.398899,10531,21,1
1,NewOrder,1731101117.400984,14690,22,1
4,Delivery,1731101117.402889,4225,3,1
1,NewOrder,1731101117.404895,10193,0,1
1,NewOrder,1731101117.406932,13194,9,1
2,Payment,1731101117.409001,4658,16,1
2,Payment,1731101117.411046,7624,31,1
2,Payment,1731101117.412908,8296,27,1
1,NewOrder,1731101117.414921,8067,11,1
2,Payment,1731101117.416894,7700,25,1
2,Payment,1731101117.420142,7957,9,1
1,NewOrder,1731101117.420891,9373,23,1
2,Payment,1731101117.422897,4964,12,1
1,NewOrder,1731101117.425852,4872,20,1
4,Delivery,1731101117.426896,5041,10,1
2,Payment,1731101117.428941,3439,15,1
1,NewOrder,1731101117.430897,3570,26,1
1,NewOrder,1731101117.432892,5239,14,1
2,Payment,1731101117.434889,2758,18,1
2,Payment,1731101117.436903,4356,2,1
2,Payment,1731101117.438903,8607,6,1
2,Payment,1731101117.440893,3098,24,1
1,NewOrder,1731101117.442894,10696,5,1
2,Payment,1731101117.444907,5139,28,1
1,NewOrder,1731101117.446901,5034,29,1
4,Delivery,1731101117.448900,9581,19,1
1,NewOrder,1731101117.450894,6687,17,1
5,StockLevel,1731101117.452894,4173,1,1
2,Payment,1731101117.454895,4636,4,1
2,Payment,1731101117.456900,4907,8,1
2,Payment,1731101117.458898,6374,13,1
2,Payment,1731101117.460900,7879,30,1
3,OrderStatus,1731101117.462898,1663,3,1
1,NewOrder,1731101117.464913,6311,21,1
2,Payment,1731101117.466900,5218,16,1
1,NewOrder,1731101117.468906,5712,0,1
1,NewOrder,1731101117.470894,4309,22,1
1,NewOrder,1731101117.472917,4356,31,1
1,NewOrder,1731101117.474896,4230,7,1
2,Payment,1731101117.477152,2566,27,1
2,Payment,1731101117.478921,3668,11,1
2,Payment,1731101117.480898,4113,25,1
2,Payment,1731101117.482903,4961,12,1
5,StockLevel,1731101117.484897,1694,9,1
3,OrderStatus,1731101117.486887,1804,23,1
2,Payment,1731101117.488894,2724,20,1
2,Payment,1731101117.490898,3693,10,1
2,Payment,1731101117.492898,4275,15,1
2,Payment,1731101117.494899,5118,26,1
1,NewOrder,1731101117.496891,8399,18,1
2,Payment,1731101117.498892,5793,14,1
1,NewOrder,1731101117.500902,7412,2,1
4,Delivery,1731101117.503234,12339,24,1
2,Payment,1731101117.504921,2560,6,1
5,StockLevel,1731101117.506896,2487,28,1
2,Payment,1731101117.508888,3235,29,1
2,Payment,1731101117.510900,4119,5,1
1,NewOrder,1731101117.512891,7626,1,1
2,Payment,1731101117.514898,2667,17,1
2,Payment,1731101117.516895,3134,19,1
2,Payment,1731101117.518893,3432,4,1
1,NewOrder,1731101117.520888,5666,8,1
2,Payment,1731101117.522889,2052,3,1
2,Payment,1731101117.524897,2317,13,1
2,Payment,1731101117.526895,2740,30,1
1,NewOrder,1731101117.528894,3958,21,1
1,NewOrder,1731101117.530901,10304,16,1
2,Payment,1731101117.532895,3818,0,1
2,Payment,1731101117.534921,7916,22,1
2,Payment,1731101117.536960,2909,31,1
4,Delivery,1731101117.538919,4426,7,1
2,Payment,1731101117.540905,4239,27,1
