Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,19.000,13.232,0.007,5.346,10.283,18.404,26.711,29.785,68.090,68.090,0.076
5,18.000,7.588,0.010,4.209,7.412,9.709,14.985,17.651,19.559,19.559,0.132
10,18.000,7.518,0.003,3.518,5.565,10.483,14.601,20.017,44.816,44.816,0.133
15,19.200,7.112,0.002,3.098,5.278,8.284,10.991,19.724,69.726,69.726,0.141
