Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,221.800,5.661,1.630,2.635,3.766,6.136,9.870,13.932,44.950,66.038,0.177
5,215.800,2.842,1.521,1.879,2.449,3.102,4.292,5.414,9.427,17.588,0.352
10,218.600,2.488,1.267,1.764,2.205,2.851,3.626,4.268,7.329,10.569,0.402
15,208.600,2.787,1.234,1.546,1.816,2.518,3.455,4.986,27.425,74.748,0.359
