Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,38.600,2.179,0.950,1.294,1.500,1.990,3.506,5.289,13.805,17.329,0.459
5,41.800,1.762,0.620,0.979,1.217,1.655,2.849,4.385,13.421,14.194,0.568
10,39.000,0.882,0.489,0.614,0.727,0.887,1.248,1.617,4.151,7.466,1.134
15,39.600,1.129,0.520,0.741,0.873,1.202,1.878,2.398,4.687,8.399,0.886
