Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,500.200,2.499,0.003,1.154,1.900,2.804,3.545,4.942,18.721,48.666,0.400
5,500.000,1.800,0.003,1.020,1.636,2.490,3.022,3.290,4.404,5.604,0.555
10,500.000,1.753,0.001,0.998,1.545,2.444,2.959,3.244,4.101,5.988,0.570
15,499.800,2.040,0.001,0.966,1.344,2.397,2.928,3.225,6.545,69.298,0.490
