Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,17.200,1.843,1.150,1.422,1.675,2.087,2.526,2.709,4.656,4.656,0.543
5,21.200,1.404,1.037,1.247,1.407,1.519,1.646,1.717,1.906,2.319,0.712
10,18.000,1.369,0.987,1.251,1.379,1.470,1.597,1.614,1.921,1.921,0.730
15,21.600,1.262,0.946,1.143,1.253,1.390,1.485,1.562,1.691,1.692,0.792
