Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,220.800,1.871,0.844,1.037,1.179,1.477,2.033,2.816,22.365,48.666,0.534
5,206.000,1.056,0.775,0.945,1.017,1.093,1.258,1.373,1.703,2.576,0.947
10,216.200,1.035,0.820,0.935,1.001,1.059,1.172,1.306,1.962,4.573,0.967
15,216.800,1.376,0.751,0.919,0.977,1.037,1.135,1.281,13.498,62.354,0.727
