Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,21.000,0.954,0.597,0.739,0.802,0.894,1.297,1.527,2.912,7.411,1.048
5,18.400,0.712,0.446,0.637,0.702,0.774,0.804,0.891,1.214,1.214,1.405
10,18.200,0.627,0.397,0.557,0.627,0.683,0.758,0.840,1.405,1.405,1.595
15,21.600,0.505,0.273,0.424,0.486,0.577,0.631,0.651,0.980,1.421,1.981
