Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,31.800,4.694,0.002,2.244,3.905,5.442,8.481,11.887,27.211,31.246,0.213
5,29.600,3.197,0.001,1.850,3.129,4.466,5.340,5.661,7.572,11.035,0.313
10,33.600,3.304,0.001,1.460,3.075,4.209,4.639,5.396,38.631,45.626,0.303
15,32.400,2.668,0.001,1.741,2.549,3.712,4.484,4.822,8.915,10.697,0.375
