Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1731100830.617403,44711,7,1
2,Payment,1731100830.618485,11698,1,1
5,StockLevel,1731100830.619873,5960,9,1
1,NewOrder,1731100830.621212,31339,6,1
1,NewOrder,1731100830.622485,33652,2,1
2,Payment,1731100830.625574,27477,10,1
2,Payment,1731100830.625908,17207,9,1
3,OrderStatus,1731100830.626493,5634,0,1
1,NewOrder,1731100830.627914,26908,5,1
1,NewOrder,1731100830.629553,28170,11,1
1,NewOrder,1731100830.630671,40429,12,1
1,NewOrder,1731100830.631834,29906,3,1
3,OrderStatus,1731100830.633564,3442,13,1
2,Payment,1731100830.635260,27129,16,1
4,Delivery,1731100830.635831,16956,14,1
2,Payment,1731100830.637158,15018,15,1
2,Payment,1731100830.638577,23726,17,1
5,StockLevel,1731100830.640264,5280,18,1
2,Payment,1731100830.641583,19943,20,1
2,Payment,1731100830.642497,20381,19,1
1,NewOrder,1731100830.643857,42548,21,1
2,Payment,1731100830.645566,58171,18,1
2,Payment,1731100830.646494,59442,23,1
1,NewOrder,1731100830.650610,46933,24,1
2,Payment,1731100830.651143,40246,26,1
2,Payment,1731100830.651224,44849,25,1
2,Payment,1731100830.651819,67143,27,1
1,NewOrder,1731100830.653422,39842,28,1
2,Payment,1731100830.654840,64653,5,1
1,NewOrder,1731100830.656155,43731,2,1
1,NewOrder,1731100830.657296,38809,30,1
1,NewOrder,1731100830.659888,32220,4,1
2,Payment,1731100830.660377,56019,1,1
1,NewOrder,1731100830.661437,19375,0,1
2,Payment,1731100830.662740,59290,13,1
2,Payment,1731100830.663820,58912,9,1
1,NewOrder,1731100830.665595,39832,22,1
1,NewOrder,1731100830.666522,13775,15,1
4,Delivery,1731100830.667824,16772,6,1
2,Payment,1731100830.670053,53242,14,1
1,NewOrder,1731100830.670605,38563,8,1
2,Payment,1731100830.672005,43880,10,1
1,NewOrder,1731100830.673198,12498,29,1
2,Payment,1731100830.674493,53651,31,1
5,StockLevel,1731100830.675822,6876,11,1
4,Delivery,1731100830.677161,27211,20,1
2,Payment,1731100830.678493,49322,3,1
1,NewOrder,1731100830.679825,15467,7,1
2,Payment,1731100830.681177,40375,17,1
4,Delivery,1731100830.682713,31246,11,1
1,NewOrder,1731100830.683893,19644,16,1
2,Payment,1731100830.685407,41898,12,1
5,StockLevel,1731100830.687374,5281,15,1
2,Payment,1731100830.687815,39747,0,1
2,Payment,1731100830.689161,38376,19,1
2,Payment,1731100830.690533,38444,6,1
1,NewOrder,1731100830.691927,24557,29,1
1,NewOrder,1731100830.693288,10489,28,1
2,Payment,1731100830.694711,33482,26,1
1,NewOrder,1731100830.695820,14765,4,1
1,NewOrder,1731100830.697443,13856,15,1
1,NewOrder,1731100830.698490,22143,21,1
2,Payment,1731100830.699825,28588,7,1
2,Payment,1731100830.701190,27352,25,1
1,NewOrder,1731100830.702493,26216,30,1
2,Payment,1731100830.703819,24698,24,1
2,Payment,1731100830.705166,23974,2,1
1,NewOrder,1731100830.707146,8145,16,1
1,NewOrder,1731100830.709185,7319,8,1
2,Payment,1731100830.710028,17859,18,1
1,NewOrder,1731100830.710489,25842,20,1
2,Payment,1731100830.711886,17220,22,1
5,StockLevel,1731100830.713208,5709,23,1
2,Payment,1731100830.714495,13919,28,1
4,Delivery,1731100830.715898,11002,10,1
1,NewOrder,1731100830.717151,11517,15,1
2,Payment,1731100830.718690,13272,11,1
1,NewOrder,1731100830.719896,9562,16,1
1,NewOrder,1731100830.721162,8848,4,1
2,Payment,1731100830.723763,7603,1,1
1,NewOrder,1731100830.723822,15087,29,1
2,Payment,1731100830.725161,9725,8,1
2,Payment,1731100830.726519,8870,23,1
1,NewOrder,1731100830.727861,9885,27,1
1,NewOrder,1731100830.729427,22775,5,1
1,NewOrder,1731100830.730597,31874,21,1
2,Payment,1731100830.732132,10700,17,1
1,NewOrder,1731100830.733167,17771,13,1
2,Payment,1731100830.734563,4698,9,1
2,Payment,1731100830.736065,15070,14,1
1,NewOrder,1731100830.737254,27561,10,1
2,Payment,1731100830.738491,12054,12,1
5,StockLevel,1731100830.739917,3468,19,1
1,NewOrder,1731100830.741159,13546,0,1
1,NewOrder,1731100830.742492,13692,3,1
1,NewOrder,1731100830.743859,11700,18,1
2,Payment,1731100830.745179,14574,31,1
2,Payment,1731100830.746488,14089,26,1
2,Payment,1731100830.747822,12237,7,1
2,Payment,1731100830.749162,11446,28,1
2,Payment,1731100830.750485,4615,24,1
1,NewOrder,1731100830.751816,13616,25,1
2,Payment,1731100830.753152,14013,15,1
1,NewOrder,1731100830.754719,4592,0,1
2,Payment,1731100830.756198,9957,3,1
2,Payment,1731100830.757160,13510,22,1
1,NewOrder,1731100830.758486,8087,2,1
1,NewOrder,1731100830.759825,10864,16,1
2,Payment,1731100830.761283,13088,4,1
1,NewOrder,1731100830.762487,13400,21,1
3,OrderStatus,1731100830.765443,2787,25,1
4,Delivery,1731100830.765581,6604,11,1
2,Payment,1731100830.766485,3753,23,1
1,NewOrder,1731100830.767878,10143,20,1
1,NewOrder,1731100830.769226,7997,27,1
1,NewOrder,1731100830.770639,7176,29,1
1,NewOrder,1731100830.771840,13266,9,1
2,Payment,1731100830.773153,8146,17,1
2,Payment,1731100830.774594,3611,19,1
1,NewOrder,1731100830.775899,13241,21,1
1,NewOrder,1731100830.777182,7461,13,1
3,OrderStatus,1731100830.778544,2284,14,1
1,NewOrder,1731100830.779899,12709,5,1
2,Payment,1731100830.781225,2904,24,1
1,NewOrder,1731100830.782568,5683,18,1
1,NewOrder,1731100830.783816,5379,30,1
2,Payment,1731100830.785165,3536,6,1
1,NewOrder,1731100830.786489,2657,0,1
2,Payment,1731100830.787838,6027,31,1
1,NewOrder,1731100830.789196,2830,7,1
1,NewOrder,1731100830.790509,18247,26,1
2,Payment,1731100830.791819,5156,28,1
1,NewOrder,1731100830.793152,21197,1,1
4,Delivery,1731100830.794509,8441,10,1
1,NewOrder,1731100830.795890,4197,8,1
2,Payment,1731100830.797200,10146,3,1
2,Payment,1731100830.798518,14112,2,1
2,Payment,1731100830.800102,9813,8,1
2,Payment,1731100830.802965,9445,10,1
2,Payment,1731100830.805351,7358,23,1
1,NewOrder,1731100830.805542,5145,16,1
2,Payment,1731100830.805574,7215,22,1
2,Payment,1731100830.806488,7362,11,1
1,NewOrder,1731100830.808402,3120,4,1
2,Payment,1731100830.809156,7911,12,1
2,Payment,1731100830.810530,5995,27,1
2,Payment,1731100830.811828,11966,29,1
2,Payment,1731100830.813277,18681,20,1
4,Delivery,1731100830.814484,8363,19,1
1,NewOrder,1731100830.815812,13898,14,1
1,NewOrder,1731100830.817160,11525,17,1
2,Payment,1731100830.818492,13142,24,1
1,NewOrder,1731100830.819821,9688,13,1
1,NewOrder,1731100830.821201,5851,9,1
2,Payment,1731100830.822488,12132,18,1
1,NewOrder,1731100830.823924,6007,6,1
1,NewOrder,1731100830.825156,6021,21,1
1,NewOrder,1731100830.826494,5848,0,1
2,Payment,1731100830.827819,9922,30,1
2,Payment,1731100830.829155,8389,7,1
1,NewOrder,1731100830.830485,3042,5,1
2,Payment,1731100830.831970,7876,20,1
1,NewOrder,1731100830.833153,9220,28,1
2,Payment,1731100830.834481,2737,15,1
1,NewOrder,1731100830.835821,4574,25,1
2,Payment,1731100830.837161,2526,3,1
1,NewOrder,1731100830.838493,8477,26,1
2,Payment,1731100830.840155,1985,8,1
2,Payment,1731100830.841157,4465,16,1
1,NewOrder,1731100830.842488,2732,4,1
2,Payment,1731100830.843826,7870,10,1
2,Payment,1731100830.845151,3555,2,1
3,OrderStatus,1731100830.846489,1174,23,1
2,Payment,1731100830.847819,3693,22,1
5,StockLevel,1731100830.849152,2484,11,1
2,Payment,1731100830.850488,3073,1,1
2,Payment,1731100830.851818,7329,27,1
1,NewOrder,1731100830.853153,14354,12,1
1,NewOrder,1731100830.854491,8212,19,1
1,NewOrder,1731100830.855832,15907,29,1
2,Payment,1731100830.857155,5123,9,1
2,Payment,1731100830.858486,4743,17,1
1,NewOrder,1731100830.859849,5637,13,1
1,NewOrder,1731100830.861239,11418,14,1
2,Payment,1731100830.862554,2184,6,1
2,Payment,1731100830.863830,3923,21,1
1,NewOrder,1731100830.865151,6706,24,1
1,NewOrder,1731100830.866491,8572,31,1
2,Payment,1731100830.868653,2592,0,1
2,Payment,1731100830.869183,5966,5,1
1,NewOrder,1731100830.870488,7565,18,1
5,StockLevel,1731100830.871820,2134,15,1
2,Payment,1731100830.873153,5163,7,1
1,NewOrder,1731100830.874484,4357,30,1
4,Delivery,1731100830.875826,3790,3,1
5,StockLevel,1731100830.877152,2885,20,1
2,Payment,1731100830.878483,2241,25,1
4,Delivery,1731100830.879814,3379,8,1
2,Payment,1731100830.881146,1762,28,1
1,NewOrder,1731100830.882484,3381,4,1
2,Payment,1731100830.883811,1775,16,1
1,NewOrder,1731100830.885153,4471,26,1
2,Payment,1731100830.886486,2732,23,1
1,NewOrder,1731100830.887818,4030,2,1
1,NewOrder,1731100830.889175,3027,22,1
2,Payment,1731100830.890488,2560,11,1
1,NewOrder,1731100830.891820,6096,10,1
1,NewOrder,1731100830.893204,4728,1,1
1,NewOrder,1731100830.894483,3014,27,1
1,NewOrder,1731100830.895834,3592,9,1
5,StockLevel,1731100830.897151,1754,19,1
1,NewOrder,1731100830.898478,4788,17,1
4,Delivery,1731100830.899812,3001,6,1
1,NewOrder,1731100830.901144,3343,13,1
2,Payment,1731100830.902480,2423,12,1
2,Payment,1731100830.903815,2992,21,1
1,NewOrder,1731100830.905144,2939,0,1
1,NewOrder,1731100830.906481,3643,29,1
2,Payment,1731100830.907841,1803,24,1
1,NewOrder,1731100830.909162,7336,14,1
1,NewOrder,1731100830.910480,9809,15,1
2,Payment,1731100830.911817,2277,31,1
1,NewOrder,1731100830.913164,5029,5,1
2,Payment,1731100830.914488,1687,18,1
1,NewOrder,1731100830.915819,4230,7,1
1,NewOrder,1731100830.917157,5855,30,1
2,Payment,1731100830.918500,2861,3,1
2,Payment,1731100830.919823,5357,20,1
2,Payment,1731100830.921150,2150,25,1
2,Payment,1731100830.922489,4441,28,1
1,NewOrder,1731100830.923829,3589,8,1
2,Payment,1731100830.925154,1587,16,1
2,Payment,1731100830.926482,2747,4,1
1,NewOrder,1731100830.927818,5949,23,1
2,Payment,1731100830.929183,3460,26,1
2,Payment,1731100830.930492,3881,2,1
3,OrderStatus,1731100830.931819,1174,22,1
1,NewOrder,1731100830.933155,5074,11,1
1,NewOrder,1731100830.934505,4204,27,1
4,Delivery,1731100830.935813,3852,10,1
2,Payment,1731100830.937152,2212,1,1
2,Payment,1731100830.939390,1844,1,1
