Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1731101640.607719,48037,4,1
3,OrderStatus,1731101640.608703,21207,9,1
1,NewOrder,1731101640.610019,75142,0,1
1,NewOrder,1731101640.611403,87262,6,1
2,Payment,1731101640.612713,72914,3,1
1,NewOrder,1731101640.614027,86387,5,1
1,NewOrder,1731101640.615385,90890,7,1
5,StockLevel,1731101640.616736,28112,8,1
1,NewOrder,1731101640.618058,67614,1,1
1,NewOrder,1731101640.619381,49604,10,1
2,Payment,1731101640.620710,113419,11,1
2,Payment,1731101640.622092,95489,12,1
1,NewOrder,1731101640.623383,78737,14,1
1,NewOrder,1731101640.624698,78141,13,1
1,NewOrder,1731101640.626042,77105,15,1
3,OrderStatus,1731101640.627467,16595,16,1
2,Payment,1731101640.628819,81022,17,1
1,NewOrder,1731101640.630022,58003,9,1
2,Payment,1731101640.632300,83984,19,1
1,NewOrder,1731101640.632739,85891,20,1
1,NewOrder,1731101640.634044,68519,21,1
1,NewOrder,1731101640.635384,82625,22,1
2,Payment,1731101640.636717,96895,23,1
2,Payment,1731101640.638049,97452,25,1
2,Payment,1731101640.639370,85258,24,1
1,NewOrder,1731101640.640700,71312,26,1
2,Payment,1731101640.643341,69531,27,1
1,NewOrder,1731101640.644093,63993,16,1
1,NewOrder,1731101640.644726,92091,28,1
1,NewOrder,1731101640.646886,78071,30,1
3,OrderStatus,1731101640.647627,22522,31,1
2,Payment,1731101640.648788,61875,18,1
5,StockLevel,1731101640.650032,20303,29,1
2,Payment,1731101640.651379,84130,8,1
1,NewOrder,1731101640.655790,60706,4,1
1,NewOrder,1731101640.669019,39329,10,1
2,Payment,1731101640.670174,81505,31,1
1,NewOrder,1731101640.670352,62710,29,1
2,Payment,1731101640.676643,100755,2,1
2,Payment,1731101640.685192,59813,0,1
1,NewOrder,1731101640.685650,17476,3,1
1,NewOrder,1731101640.685705,45783,1,1
2,Payment,1731101640.688045,51750,9,1
1,NewOrder,1731101640.698698,16583,6,1
2,Payment,1731101640.700441,44492,5,1
4,Delivery,1731101640.702149,24934,14,1
1,NewOrder,1731101640.702597,63939,21,1
1,NewOrder,1731101640.702868,43470,13,1
2,Payment,1731101640.703143,43705,3,1
1,NewOrder,1731101640.703175,67117,15,1
2,Payment,1731101640.706302,90697,7,1
4,Delivery,1731101640.708221,52967,16,1
2,Payment,1731101640.708361,100809,10,1
1,NewOrder,1731101640.709865,70300,17,1
2,Payment,1731101640.710696,98185,18,1
1,NewOrder,1731101640.712058,77151,26,1
1,NewOrder,1731101640.712900,62783,27,1
2,Payment,1731101640.715298,93403,6,1
1,NewOrder,1731101640.716311,64372,19,1
1,NewOrder,1731101640.716509,24366,4,1
2,Payment,1731101640.717606,91655,12,1
5,StockLevel,1731101640.718037,3361,22,1
1,NewOrder,1731101640.718656,33722,20,1
2,Payment,1731101640.721414,89510,22,1
2,Payment,1731101640.724659,87090,24,1
1,NewOrder,1731101640.724982,49759,30,1
2,Payment,1731101640.727101,82487,14,1
1,NewOrder,1731101640.731509,12726,1,1
4,Delivery,1731101640.733080,56375,29,1
1,NewOrder,1731101640.733638,27887,23,1
1,NewOrder,1731101640.734156,25009,11,1
1,NewOrder,1731101640.735528,30849,8,1
1,NewOrder,1731101640.735530,45368,25,1
2,Payment,1731101640.736843,39466,28,1
2,Payment,1731101640.739815,4750,9,1
3,OrderStatus,1731101640.740894,12251,4,1
3,OrderStatus,1731101640.744254,12482,1,1
1,NewOrder,1731101640.744586,21038,9,1
1,NewOrder,1731101640.744952,16759,5,1
1,NewOrder,1731101640.745022,10421,0,1
1,NewOrder,1731101640.746354,49412,13,1
4,Delivery,1731101640.746867,13945,3,1
2,Payment,1731101640.751695,68031,31,1
2,Payment,1731101640.752394,68081,20,1
1,NewOrder,1731101640.753164,23067,4,1
2,Payment,1731101640.755462,61322,0,1
1,NewOrder,1731101640.756789,13197,1,1
1,NewOrder,1731101640.759182,11745,11,1
1,NewOrder,1731101640.760830,23401,3,1
2,Payment,1731101640.761205,52561,16,1
1,NewOrder,1731101640.761540,32220,23,1
2,Payment,1731101640.761723,55799,5,1
1,NewOrder,1731101640.765643,6446,9,1
1,NewOrder,1731101640.766396,14431,8,1
2,Payment,1731101640.766555,41300,21,1
1,NewOrder,1731101640.770030,34419,1,1
1,NewOrder,1731101640.770305,14510,15,1
2,Payment,1731101640.770942,58260,11,1
3,OrderStatus,1731101640.772141,3592,9,1
2,Payment,1731101640.774759,54214,30,1
1,NewOrder,1731101640.775699,16116,27,1
2,Payment,1731101640.775741,52239,9,1
2,Payment,1731101640.776246,50525,4,1
1,NewOrder,1731101640.776329,31130,28,1
1,NewOrder,1731101640.777416,26622,2,1
1,NewOrder,1731101640.780183,23343,17,1
2,Payment,1731101640.780700,46986,19,1
1,NewOrder,1731101640.780839,13095,8,1
2,Payment,1731101640.780907,47003,25,1
2,Payment,1731101640.784251,83936,3,1
1,NewOrder,1731101640.784829,10145,15,1
1,NewOrder,1731101640.789228,15732,26,1
1,NewOrder,1731101640.789467,19271,29,1
2,Payment,1731101640.791835,36529,27,1
4,Delivery,1731101640.793782,78804,23,1
1,NewOrder,1731101640.793953,8269,8,1
2,Payment,1731101640.794996,39847,15,1
1,NewOrder,1731101640.795785,9005,13,1
2,Payment,1731101640.797017,30830,7,1
2,Payment,1731101640.802240,34861,8,1
1,NewOrder,1731101640.803541,21358,17,1
2,Payment,1731101640.804054,44089,2,1
2,Payment,1731101640.804465,32184,1,1
2,Payment,1731101640.804806,23282,13,1
1,NewOrder,1731101640.804972,18367,26,1
1,NewOrder,1731101640.807480,17668,28,1
2,Payment,1731101640.807882,27156,21,1
2,Payment,1731101640.808723,7316,6,1
2,Payment,1731101640.808763,24777,29,1
1,NewOrder,1731101640.808897,17026,18,1
1,NewOrder,1731101640.809186,18556,10,1
2,Payment,1731101640.809278,23992,12,1
