Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,28.000,3.963,1.746,2.375,3.036,4.089,6.388,9.103,20.303,28.112,0.252
5,31.400,3.203,1.433,2.034,2.557,3.811,5.309,7.023,9.077,11.674,0.312
10,29.800,3.190,1.503,1.907,2.788,3.826,5.412,5.903,12.386,17.475,0.314
15,28.200,3.074,1.451,1.871,2.393,3.511,5.172,6.841,9.816,15.823,0.325
