Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1731100964.318684,67661,2,1
1,NewOrder,1731100964.319541,67959,17,1
2,Payment,1731100964.319584,68173,1,1
2,Payment,1731100964.320386,70380,21,1
2,Payment,1731100964.321189,66823,7,1
2,Payment,1731100964.322570,65466,9,1
2,Payment,1731100964.324151,65289,10,1
1,NewOrder,1731100964.324160,54488,11,1
2,Payment,1731100964.324408,66656,12,1
1,NewOrder,1731100964.325191,60985,13,1
1,NewOrder,1731100964.326028,66554,14,1
2,Payment,1731100964.326775,63259,16,1
1,NewOrder,1731100964.327593,59994,15,1
5,StockLevel,1731100964.328387,23868,18,1
4,Delivery,1731100964.329187,87956,3,1
2,Payment,1731100964.329978,61614,6,1
1,NewOrder,1731100964.330773,70652,0,1
1,NewOrder,1731100964.331570,55616,5,1
2,Payment,1731100964.332372,60349,19,1
4,Delivery,1731100964.333176,75434,20,1
3,OrderStatus,1731100964.333973,20454,22,1
1,NewOrder,1731100964.334790,50270,8,1
2,Payment,1731100964.335582,54507,23,1
2,Payment,1731100964.336380,54583,25,1
1,NewOrder,1731100964.337178,52599,26,1
1,NewOrder,1731100964.337997,75163,24,1
2,Payment,1731100964.338789,57969,27,1
2,Payment,1731100964.339773,54401,29,1
2,Payment,1731100964.340890,50487,28,1
2,Payment,1731100964.341292,50252,30,1
1,NewOrder,1731100964.341992,47493,31,1
1,NewOrder,1731100964.352366,41068,18,1
1,NewOrder,1731100964.354461,29749,22,1
2,Payment,1731100964.363579,12369,4,1
1,NewOrder,1731100964.375971,38952,4,1
2,Payment,1731100964.378679,35588,11,1
2,Payment,1731100964.384230,28287,22,1
1,NewOrder,1731100964.385090,26429,8,1
2,Payment,1731100964.386204,23193,13,1
2,Payment,1731100964.386378,14016,2,1
2,Payment,1731100964.387211,60539,5,1
1,NewOrder,1731100964.387535,38430,17,1
1,NewOrder,1731100964.387615,56573,15,1
1,NewOrder,1731100964.387775,38926,1,1
1,NewOrder,1731100964.388036,34746,7,1
3,OrderStatus,1731100964.388055,7766,9,1
2,Payment,1731100964.389499,60992,31,1
2,Payment,1731100964.390059,58915,16,1
3,OrderStatus,1731100964.390074,5548,26,1
2,Payment,1731100964.390116,44380,23,1
2,Payment,1731100964.390725,43348,10,1
1,NewOrder,1731100964.390790,55905,21,1
1,NewOrder,1731100964.390987,40185,25,1
2,Payment,1731100964.391083,57104,12,1
3,OrderStatus,1731100964.391402,8580,28,1
2,Payment,1731100964.391567,55906,30,1
1,NewOrder,1731100964.391619,33626,6,1
1,NewOrder,1731100964.392607,39370,14,1
1,NewOrder,1731100964.392749,34502,19,1
1,NewOrder,1731100964.393450,32876,18,1
2,Payment,1731100964.394199,55632,29,1
2,Payment,1731100964.395638,53227,26,1
2,Payment,1731100964.395832,39041,9,1
2,Payment,1731100964.396785,51176,27,1
1,NewOrder,1731100964.400002,19634,28,1
2,Payment,1731100964.400410,54350,2,1
1,NewOrder,1731100964.401452,41242,0,1
1,NewOrder,1731100964.408639,34923,20,1
1,NewOrder,1731100964.409415,52517,13,1
1,NewOrder,1731100964.411538,27184,8,1
1,NewOrder,1731100964.412536,11479,22,1
1,NewOrder,1731100964.413185,44062,24,1
1,NewOrder,1731100964.414286,15958,11,1
2,Payment,1731100964.414942,54996,4,1
3,OrderStatus,1731100964.417320,1945,3,1
2,Payment,1731100964.419282,50930,3,1
2,Payment,1731100964.419649,48693,28,1
2,Payment,1731100964.422802,45989,7,1
2,Payment,1731100964.424039,45656,22,1
4,Delivery,1731100964.425263,9347,6,1
1,NewOrder,1731100964.425982,18905,17,1
2,Payment,1731100964.426341,45492,18,1
