Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1731100746.420933,76237,0,1
2,Payment,1731100746.420933,77935,2,1
5,StockLevel,1731100746.420933,17917,31,1
2,Payment,1731100746.420950,77993,4,1
2,Payment,1731100746.420967,67692,6,1
1,NewOrder,1731100746.420970,29041,7,1
1,NewOrder,1731100746.420974,58111,3,1
2,Payment,1731100746.420981,30275,1,1
1,NewOrder,1731100746.420983,40903,5,1
2,Payment,1731100746.421356,79072,8,1
2,Payment,1731100746.421803,75228,9,1
2,Payment,1731100746.422262,78625,10,1
2,Payment,1731100746.423616,72671,11,1
2,Payment,1731100746.423744,76453,13,1
5,StockLevel,1731100746.423849,13436,12,1
1,NewOrder,1731100746.424195,52866,14,1
1,NewOrder,1731100746.424475,53214,15,1
1,NewOrder,1731100746.424925,56363,16,1
2,Payment,1731100746.425369,65873,17,1
1,NewOrder,1731100746.425807,55937,18,1
2,Payment,1731100746.426248,55476,19,1
4,Delivery,1731100746.426699,38907,20,1
5,StockLevel,1731100746.427139,9033,21,1
2,Payment,1731100746.427588,69895,23,1
2,Payment,1731100746.428037,58781,22,1
1,NewOrder,1731100746.428472,58940,24,1
2,Payment,1731100746.428934,70083,25,1
1,NewOrder,1731100746.429370,25596,26,1
2,Payment,1731100746.429810,71617,27,1
2,Payment,1731100746.430255,69773,28,1
1,NewOrder,1731100746.430785,50051,29,1
2,Payment,1731100746.431342,62173,30,1
4,Delivery,1731100746.436251,55521,21,1
3,OrderStatus,1731100746.437309,7416,12,1
2,Payment,1731100746.438872,60220,31,1
1,NewOrder,1731100746.444741,32789,12,1
1,NewOrder,1731100746.450034,24935,7,1
2,Payment,1731100746.451278,8700,1,1
1,NewOrder,1731100746.454991,23597,26,1
5,StockLevel,1731100746.459994,9561,1,1
1,NewOrder,1731100746.461909,12576,5,1
1,NewOrder,1731100746.465628,21092,20,1
2,Payment,1731100746.469573,36755,1,1
2,Payment,1731100746.474501,47247,5,1
2,Payment,1731100746.474982,45019,7,1
1,NewOrder,1731100746.477081,9539,14,1
4,Delivery,1731100746.477543,63352,12,1
1,NewOrder,1731100746.477713,32587,15,1
1,NewOrder,1731100746.478600,14029,26,1
5,StockLevel,1731100746.479104,3324,3,1
2,Payment,1731100746.480858,56249,29,1
1,NewOrder,1731100746.481308,8552,16,1
1,NewOrder,1731100746.481742,30953,19,1
5,StockLevel,1731100746.481767,4079,18,1
1,NewOrder,1731100746.482443,25998,3,1
4,Delivery,1731100746.485863,38545,18,1
1,NewOrder,1731100746.486637,35196,14,1
1,NewOrder,1731100746.486730,31417,20,1
1,NewOrder,1731100746.486842,40017,22,1
1,NewOrder,1731100746.487436,10899,24,1
1,NewOrder,1731100746.488685,32948,6,1
1,NewOrder,1731100746.489879,29927,16,1
2,Payment,1731100746.491278,29798,17,1
2,Payment,1731100746.491785,45807,21,1
1,NewOrder,1731100746.492642,57793,26,1
2,Payment,1731100746.493710,42166,30,1
1,NewOrder,1731100746.496309,42384,11,1
1,NewOrder,1731100746.497052,36828,9,1
2,Payment,1731100746.497192,38542,0,1
1,NewOrder,1731100746.497503,22385,23,1
1,NewOrder,1731100746.498347,35166,24,1
3,OrderStatus,1731100746.498890,5535,2,1
1,NewOrder,1731100746.498967,35485,4,1
1,NewOrder,1731100746.499033,33597,25,1
3,OrderStatus,1731100746.499108,9834,31,1
2,Payment,1731100746.500047,38172,28,1
2,Payment,1731100746.500221,22834,13,1
2,Payment,1731100746.500446,36573,8,1
1,NewOrder,1731100746.501362,42110,10,1
2,Payment,1731100746.501450,33975,27,1
2,Payment,1731100746.504442,30559,2,1
2,Payment,1731100746.506343,43551,1,1
1,NewOrder,1731100746.508455,41549,3,1
1,NewOrder,1731100746.508958,54213,31,1
2,Payment,1731100746.510314,37539,15,1
2,Payment,1731100746.512713,39130,19,1
2,Payment,1731100746.518164,17143,20,1
1,NewOrder,1731100746.519822,11943,16,1
1,NewOrder,1731100746.519897,31492,23,1
2,Payment,1731100746.520011,51333,7,1
5,StockLevel,1731100746.521093,5387,17,1
1,NewOrder,1731100746.521647,47223,6,1
2,Payment,1731100746.521766,45466,5,1
2,Payment,1731100746.521846,48636,14,1
1,NewOrder,1731100746.523071,24780,13,1
1,NewOrder,1731100746.524422,27179,18,1
1,NewOrder,1731100746.526496,20155,17,1
1,NewOrder,1731100746.526873,46694,22,1
2,Payment,1731100746.531780,39040,16,1
1,NewOrder,1731100746.532644,33307,25,1
2,Payment,1731100746.533525,34381,24,1
1,NewOrder,1731100746.533892,20106,9,1
2,Payment,1731100746.534466,12667,4,1
1,NewOrder,1731100746.535017,49063,2,1
2,Payment,1731100746.535321,68731,20,1
1,NewOrder,1731100746.535435,54486,27,1
3,OrderStatus,1731100746.535750,4603,0,1
1,NewOrder,1731100746.535888,26387,30,1
2,Payment,1731100746.537032,53216,8,1
2,Payment,1731100746.537117,59058,29,1
4,Delivery,1731100746.537605,19869,21,1
1,NewOrder,1731100746.538235,63673,28,1
2,Payment,1731100746.538711,51440,11,1
1,NewOrder,1731100746.540370,43340,0,1
1,NewOrder,1731100746.540910,30967,12,1
1,NewOrder,1731100746.543489,45216,10,1
2,Payment,1731100746.546667,20051,17,1
4,Delivery,1731100746.547147,18342,4,1
2,Payment,1731100746.547865,68003,13,1
1,NewOrder,1731100746.547871,18656,15,1
1,NewOrder,1731100746.549910,46144,1,1
5,StockLevel,1731100746.550020,8388,3,1
2,Payment,1731100746.550447,63219,26,1
2,Payment,1731100746.551404,64079,23,1
2,Payment,1731100746.551614,63646,18,1
1,NewOrder,1731100746.551855,29749,19,1
1,NewOrder,1731100746.554012,10871,9,1
1,NewOrder,1731100746.557494,28871,21,1
1,NewOrder,1731100746.558425,37417,3,1
1,NewOrder,1731100746.562290,11406,30,1
2,Payment,1731100746.563184,51706,31,1
1,NewOrder,1731100746.564913,12952,9,1
1,NewOrder,1731100746.565502,12981,4,1
2,Payment,1731100746.565962,48218,25,1
1,NewOrder,1731100746.566541,7904,15,1
2,Payment,1731100746.566731,49923,17,1
2,Payment,1731100746.567247,49335,5,1
1,NewOrder,1731100746.567918,9318,24,1
2,Payment,1731100746.568883,51855,6,1
2,Payment,1731100746.570496,49591,14,1
2,Payment,1731100746.570833,51732,16,1
2,Payment,1731100746.571358,51352,7,1
2,Payment,1731100746.571890,50140,12,1
4,Delivery,1731100746.573580,24664,22,1
1,NewOrder,1731100746.573713,14833,30,1
1,NewOrder,1731100746.574458,8454,15,1
2,Payment,1731100746.577252,45879,24,1
1,NewOrder,1731100746.577877,7489,9,1
1,NewOrder,1731100746.578497,9532,4,1
1,NewOrder,1731100746.581618,10095,19,1
2,Payment,1731100746.582925,37692,15,1
1,NewOrder,1731100746.583722,11676,0,1
1,NewOrder,1731100746.584096,22649,2,1
2,Payment,1731100746.585381,44057,9,1
1,NewOrder,1731100746.586378,12923,21,1
2,Payment,1731100746.588040,35512,4,1
3,OrderStatus,1731100746.588558,7511,30,1
2,Payment,1731100746.588717,34191,10,1
2,Payment,1731100746.589935,39098,27,1
2,Payment,1731100746.590170,32226,11,1
1,NewOrder,1731100746.590258,14795,8,1
1,NewOrder,1731100746.591731,6926,19,1
2,Payment,1731100746.595414,33420,0,1
2,Payment,1731100746.595857,33372,3,1
1,NewOrder,1731100746.596068,34322,1,1
1,NewOrder,1731100746.596081,6297,30,1
