Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,726.000,26.442,1.167,11.916,16.631,23.252,31.282,37.422,77.499,1022.907,0.038
5,1006.000,16.346,0.691,10.609,15.043,21.857,27.842,31.110,36.593,44.764,0.061
10,824.000,21.027,0.991,10.510,14.395,21.501,27.800,31.023,40.442,1009.006,0.048
15,1042.600,15.477,1.008,9.850,13.718,19.815,25.571,29.421,38.009,143.568,0.065
