Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1731101509.722823,96085,6,1
1,NewOrder,1731101509.722825,119352,3,1
1,NewOrder,1731101509.722825,67125,2,1
5,StockLevel,1731101509.722826,52374,30,1
2,Payment,1731101509.722875,132291,1,1
2,Payment,1731101509.722895,130560,0,1
2,Payment,1731101509.722951,132038,4,1
1,NewOrder,1731101509.723394,81682,5,1
2,Payment,1731101509.723971,129669,7,1
1,NewOrder,1731101509.724560,70775,8,1
1,NewOrder,1731101509.725108,110387,9,1
2,Payment,1731101509.725688,108826,10,1
2,Payment,1731101509.726248,126854,11,1
1,NewOrder,1731101509.727836,58275,12,1
1,NewOrder,1731101509.728060,64868,13,1
2,Payment,1731101509.728166,126817,14,1
2,Payment,1731101509.728700,107619,15,1
2,Payment,1731101509.729182,106169,17,1
1,NewOrder,1731101509.729694,47155,18,1
1,NewOrder,1731101509.730256,111146,16,1
5,StockLevel,1731101509.730839,35923,19,1
3,OrderStatus,1731101509.731395,28700,20,1
1,NewOrder,1731101509.731981,73988,21,1
2,Payment,1731101509.732549,102595,22,1
1,NewOrder,1731101509.733138,95973,23,1
5,StockLevel,1731101509.733710,28150,24,1
1,NewOrder,1731101509.734263,56826,25,1
2,Payment,1731101509.734858,98700,26,1
2,Payment,1731101509.735429,118651,27,1
1,NewOrder,1731101509.736004,115393,28,1
1,NewOrder,1731101509.736544,88514,29,1
2,Payment,1731101509.737150,118591,31,1
1,NewOrder,1731101509.760210,62470,20,1
2,Payment,1731101509.761891,93281,24,1
2,Payment,1731101509.766795,88911,19,1
2,Payment,1731101509.775232,79049,30,1
1,NewOrder,1731101509.776879,33880,18,1
1,NewOrder,1731101509.786139,33406,12,1
2,Payment,1731101509.789982,69381,2,1
2,Payment,1731101509.791119,64643,25,1
1,NewOrder,1731101509.792953,64400,13,1
3,OrderStatus,1731101509.795364,16356,8,1
2,Payment,1731101509.805113,48959,5,1
1,NewOrder,1731101509.806000,30943,21,1
2,Payment,1731101509.810778,50628,18,1
1,NewOrder,1731101509.811745,41054,8,1
1,NewOrder,1731101509.818937,65039,6,1
1,NewOrder,1731101509.819564,52739,12,1
4,Delivery,1731101509.822697,25552,20,1
2,Payment,1731101509.825156,43143,29,1
1,NewOrder,1731101509.829139,18002,23,1
2,Payment,1731101509.833829,34980,26,1
2,Payment,1731101509.834541,33288,10,1
1,NewOrder,1731101509.835171,42009,22,1
1,NewOrder,1731101509.835379,48754,17,1
1,NewOrder,1731101509.835512,37867,9,1
2,Payment,1731101509.836342,31646,15,1
2,Payment,1731101509.836959,42576,21,1
2,Payment,1731101509.841430,38714,16,1
2,Payment,1731101509.842203,38524,3,1
2,Payment,1731101509.847173,29216,23,1
1,NewOrder,1731101509.848267,43173,20,1
1,NewOrder,1731101509.851440,20123,28,1
1,NewOrder,1731101509.852820,39193,8,1
4,Delivery,1731101509.853130,17517,11,1
2,Payment,1731101509.853481,5645,0,1
1,NewOrder,1731101509.853665,23820,7,1
1,NewOrder,1731101509.854089,35079,5,1
1,NewOrder,1731101509.854106,24189,27,1
1,NewOrder,1731101509.854297,38286,30,1
2,Payment,1731101509.855007,21487,14,1
2,Payment,1731101509.855014,21459,4,1
2,Payment,1731101509.855187,23313,24,1
2,Payment,1731101509.855189,23738,1,1
3,OrderStatus,1731101509.855763,7600,31,1
1,NewOrder,1731101509.855778,20640,25,1
2,Payment,1731101509.856098,21210,19,1
1,NewOrder,1731101509.857367,41927,13,1
2,Payment,1731101509.859141,8344,0,1
2,Payment,1731101509.859382,32772,2,1
1,NewOrder,1731101509.861424,26839,18,1
2,Payment,1731101509.863384,28850,31,1
2,Payment,1731101509.867511,9073,0,1
1,NewOrder,1731101509.867846,59274,10,1
2,Payment,1731101509.868004,32425,15,1
1,NewOrder,1731101509.868316,26116,29,1
2,Payment,1731101509.868825,52342,26,1
4,Delivery,1731101509.870698,19011,11,1
1,NewOrder,1731101509.871667,33808,28,1
2,Payment,1731101509.872318,55119,12,1
2,Payment,1731101509.873394,54739,9,1
1,NewOrder,1731101509.876408,35675,23,1
1,NewOrder,1731101509.876434,37518,25,1
1,NewOrder,1731101509.876484,27540,4,1
2,Payment,1731101509.876505,12463,14,1
1,NewOrder,1731101509.876595,28283,0,1
1,NewOrder,1731101509.877200,32673,22,1
