Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,65.400,1.606,0.495,0.895,1.063,1.432,2.515,3.958,10.469,28.700,0.623
5,72.600,0.936,0.403,0.571,0.690,0.929,1.526,2.406,4.978,5.756,1.069
10,65.000,0.651,0.437,0.529,0.588,0.666,0.817,1.037,1.376,3.915,1.536
15,66.600,0.650,0.359,0.519,0.574,0.666,0.879,1.202,1.804,3.058,1.537
